Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date, Current Total Commitment 
12/RI/2346/SOF,SFI Research Infrastructure Programme,Strategic Opportunity Fund,,Ray O'Neill,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Strategic Funds,2013-01-01,2017-05-31," 621,403.27 "
12/CE/I2267,SFI Centres for Science Engineering and Technology Programme,,,Vincent Wade,https://orcid.org/0000-0001-6133-5160,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Centre for Next Generation Localisation (CNGL) II,2013-03-01,2016-12-31," 13,514,128.80 "
12/ERC/B2499,SFI ERC Support Programme,,,Linda Doyle DoR,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,SFI ERC Support - Prof Aoife McLysaght - Dosage Sensitive Genes in Evolution and Disease,2013-01-01,2017-12-31," 259,995.00 "
12/ISCA/2494,SFI International Strategic Cooperation Award,,,Alan Harvey,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Ireland-Brazil ISCA Programme,2013-01-01,2014-03-31," 584,154.44 "
12/ISCA/2495,SFI International Strategic Cooperation Award,,,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Ireland-China ISCA Programme,2013-01-01,2014-03-31," 609,537.68 "
12/ISCA/2496,SFI International Strategic Cooperation Award,,,Ray O'Neill,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Ireland-China ISCA Programme,2013-01-01,2014-05-31," 466,194.57 "
12/CW/B12497,SFI Conferences and Workshops Programme,,,David Finn,https://orcid.org/0000-0001-6186-621X,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,6th European Workshop on Cannabinoid Research,2013-01-01,2013-09-30," 12,000.00 "
12/CW/M2510,SFI Conferences and Workshops Programme,,,Michael John Gorman,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Science Gallery-Oscillator Exhibition and Event Programme,2013-01-01,2013-12-31," 50,000.00 "
12/CW/M2511,SFI Conferences and Workshops Programme,,,Michael John Gorman,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,TEDx Dublin,2013-01-01,2013-12-31," 15,000.00 "
12/CW/M2512,SFI Conferences and Workshops Programme,,,Michael John Gorman,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,"Science Foundation Ireland speaker series at Science Gallery, 2013",2013-01-01,2013-12-31," 35,800.00 "
12/RI/2334 (1),SFI Research Infrastructure Programme,,,Jean-Christophe Desplat,https://orcid.org/0000-0002-6140-3466,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,High-Performance Computing infrastructure,2013-01-01,2013-12-31," 3,700,153.06 "
13/IA/1783,SFI Investigator Programme,Non-Themed and Non-ERC,,Thomas Cotter,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cell survival signalling mechanisms and drug delivery strategies for retinal neuroprotection,2014-09-01,2019-04-30," 1,145,183.92 "
13/IA/1787,SFI Investigator Programme,Non-Themed and Non-ERC,,Sanbing Shen,https://orcid.org/0000-0002-8217-9811,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Role of NRXN1 in neurodevelopmental disorders: from stem cells to clinical phenotypes,2014-09-01,2019-08-31," 1,717,256.88 "
13/IA/1806,SFI Investigator Programme,Non-Themed and Non-ERC,,Seamas Donnelly,https://orcid.org/0000-0001-7145-1843,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,"Macrophage migration inhibitory factor (MIF), enzymatic activity & Pseudomonas Aeruginosa infection",2014-12-01,2019-12-31," 1,733,987.00 "
13/IA/1820,SFI Investigator Programme,Non-Themed and Non-ERC,,Charles Spillane,https://orcid.org/0000-0003-3318-323X,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Harnessing epigenetic and genome dosage effects on hybrid vigour for sustainable crop and food production,2015-01-01,2020-08-31," 1,222,827.95 "
13/IA/1833,SFI Investigator Programme,Non-Themed and Non-ERC,,Conor McCarthy,https://orcid.org/0000-0002-8711-9770,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Fastener-less Joining Technologies for High Performance Hybrid Composites-Metal Structures,2014-09-01,2019-05-31," 1,328,586.24 "
13/IA/1840(X),SFI Investigator Programme,Non-Themed and Non-ERC,,Andreas Heise,https://orcid.org/0000-0001-5916-8500,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Functional polymers for (nano)medical devices,2014-07-01,2015-12-31," 203,438.84 "
13/IA/1841,SFI Investigator Programme,Non-Themed and Non-ERC,,Martin Clynes,https://orcid.org/0000-0002-3093-8185,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Phenotype Engineering using MicroRNAs in Chinese Hamster Ovary (CHO)  Cells to Achieve Faster Growth Rate and Extended Culture Lifespan for more Efficient Biopharmaceutical Production  ,2014-07-01,2018-12-31," 1,523,248.93 "
13/IA/1850,SFI Investigator Programme,Non-Themed and Non-ERC,,Michael O'Neill,https://orcid.org/0000-0001-8734-417X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,App'ED,2014-07-01,2020-06-30," 1,495,192.93 "
13/IA/1853,SFI Investigator Programme,Non-Themed and Non-ERC,,John Atkins,https://orcid.org/0000-0001-7933-0165,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Dynamic redefinition of codons: From antivirals to an essential micronutrient,2014-07-01,2019-03-31," 1,515,179.00 "
13/IA/1865,SFI Investigator Programme,Non-Themed and Non-ERC,,Thorfinnur Gunnlaugsson,https://orcid.org/0000-0003-4814-6853,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Supramolecular approach to novel nano-materials for biological and material applications,2014-09-01,2020-12-31," 3,108,960.00 "
13/IA/1870,SFI Investigator Programme,Non-Themed and Non-ERC,,Emmanuelle Graciet,https://orcid.org/0000-0003-3548-8213,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Regulation of Plant Immunity through Protein Degradation by the N-end Rule Pathway,2014-09-01,2019-01-31," 782,176.03 "
13/IA/1875,SFI Investigator Programme,Non-Themed and Non-ERC,,Charles Dorman,https://orcid.org/0000-0002-6018-9170,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Bacterial nucleoid associated protein expression and stress resistance in pathogens,2015-03-01,2021-02-28," 1,217,366.00 "
13/IA/1881,SFI Investigator Programme,Non-Themed and Non-ERC,,Jochen Prehn,https://orcid.org/0000-0003-3479-7794,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,BCL-2 family proteins and cellular bioenergetics in the control of cell survival: Towards novel predictive and prognostic markers for disease progression and therapy responses in colorectal cancer patients,2014-07-01,2018-12-31," 2,241,121.47 "
13/IA/1885,SFI Investigator Programme,Non-Themed and Non-ERC,,Siobhan Clarke,https://orcid.org/0000-0001-5721-9976,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,SURF: Service-centric networking for urban-scale feedback systems,2014-09-01,2020-08-31," 1,931,192.87 "
13/IA/1886,SFI Investigator Programme,Non-Themed and Non-ERC,,John Ringwood,https://orcid.org/0000-0003-0395-7943,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Development of the next generation of controllers for wave energy devices,2014-09-01,2021-10-31," 1,437,155.00 "
13/IA/1891,SFI Investigator Programme,Non-Themed and Non-ERC,,David Henshall,https://orcid.org/0000-0001-6237-9632,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,MicroRNA biofluid profiles as molecular diagnostics for epilepsy,2014-09-01,2018-12-31," 902,033.01 "
13/IA/1892,SFI Investigator Programme,Non-Themed and Non-ERC,,Cormac Sreenan,https://orcid.org/0000-0002-0767-7888,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,An Internet Infrastructure for Video Streaming Optimisation (iVID),2014-09-01,2019-09-30," 1,117,757.05 "
13/IA/1894,SFI Investigator Programme,Non-Themed and Non-ERC,,Mathias Senge,https://orcid.org/0000-0002-7467-1654,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Molecular Scaffolds and Functional Design - Porphyrins as Platforms for Biomedical Applications,2014-10-01,2020-09-30," 2,064,097.00 "
13/IA/1895,SFI Investigator Programme,Non-Themed and Non-ERC,,John Dingliana,https://orcid.org/0000-0001-7636-6402,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,aRTIVVIS: Real-time Time-variant Volume Visualisation,2014-09-01,2019-02-28," 841,499.25 "
13/IA/1896,SFI Investigator Programme,Non-Themed and Non-ERC,,Wolfgang Schmitt,https://orcid.org/0000-0002-0058-9404,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Bio-inspired Chemical Transformations in Confined Supramolecular Environments of Nanoscopic  Coordination Cages and Metal-Organic Frameworks,2014-12-01,2021-03-31," 1,223,036.00 "
13/IA/1900,SFI Investigator Programme,Non-Themed and Non-ERC,,Francis Boland,https://orcid.org/0000-0002-9599-5244,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Spatial audio over virtual and irregular arrays,2014-09-01,2019-08-31," 612,524.87 "
13/IA/1910,SFI Investigator Programme,Non-Themed and ERC,,Kenneth Wolfe,https://orcid.org/0000-0003-4992-4979,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Sexual cycles, genomics, and mating-type switching in non-conventional yeast species",2014-09-01,2020-08-31," 899,599.46 "
13/IA/1914,SFI Investigator Programme,Non-Themed and Non-ERC,,Gary McGuire,https://orcid.org/0000-0003-2105-9792,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Theory and Application for the Discrete Logarithm Problem in Finite Fields: setting a Cryptographic World Record,2014-09-01,2018-08-31," 470,712.90 "
13/IA/1923,SFI Investigator Programme,Non-Themed and Non-ERC,,Andrew Fowler,https://orcid.org/0000-0002-2062-6372,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Mathematical modelling of soil biomass,2014-10-01,2020-06-30," 1,505,606.00 "
13/IA/1926,SFI Investigator Programme,Non-Themed and Non-ERC,,Stefan Hutzler,https://orcid.org/0000-0003-0743-1252,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Usage of peat biomass in novel products obtained with fibre-foam dispersions,2014-09-01,2020-08-31," 587,273.00 "
13/IA/1953,SFI Investigator Programme,Non-Themed and Non-ERC,,Douwe van Sinderen,https://orcid.org/0000-0003-1823-7957,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Functional analysis of the host adsorption and DNA injection processes of a lactococcal bacteriophage,2014-07-01,2021-02-28," 1,367,857.00 "
13/IA/1954,SFI Investigator Programme,Non-Themed and Non-ERC,,Noel Lowndes,https://orcid.org/0000-0002-3216-4427,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,The ATR and ATM kinases: new roles in maintaining genome stability.,2014-07-01,2020-09-30," 1,761,576.00 "
13/IA/1955,SFI Investigator Programme,Non-Themed and Non-ERC,,Greg Hughes,https://orcid.org/0000-0003-1310-8961,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Copper diffusion barrier layers for advanced interconnect integration,2014-09-01,2019-02-28," 892,371.10 "
13/IA/1956,SFI Investigator Programme,Non-Themed and Non-ERC,,Giorgos Fagas,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,SMALL: Semi-Metal ALL-in-One Technologies,2014-09-01,2019-05-31," 884,294.58 "
13/IA/1959,SFI Investigator Programme,Non-Themed and Non-ERC,,Stefan Oscarson,https://orcid.org/0000-0002-8273-4918,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Design, Synthesis, and Development of Carbohydrate–Based Vaccines, Therapeutics, Diagnostics, and Medical Devices. ",2014-07-01,2021-06-30," 1,919,753.00 "
13/IA/1960,SFI Investigator Programme,Non-Themed and Non-ERC,,Frank Peters,https://orcid.org/0000-0001-8116-7811,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Injection locking within Photonic Integrated Circuits supporting high spectral density optical communications,2014-09-01,2019-08-31," 1,645,309.30 "
13/IA/1962,SFI Investigator Programme,Non-Themed and Non-ERC,,Wenxin Wang,https://orcid.org/0000-0002-5053-0611,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,In situ formed Skin Substitute in Combination with Gene Therapy for Wound Healing,2014-09-01,2019-08-31," 1,185,520.57 "
13/IA/1963,SFI Investigator Programme,Non-Themed and Non-ERC,,Donal O'Gorman,https://orcid.org/0000-0002-8228-1488,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Improving Biopharmaceutical productivity from industrial CHO cell lines by microRNA knockdown,2014-09-01,2018-10-31," 562,321.68 "
13/IA/1977,SFI Investigator Programme,Themed and Non-ERC,,Laurence Shalloo,https://orcid.org/0000-0003-1714-672X,Teagasc,Science Foundation Ireland,10.13039/501100001602,"Using precision technologies, technology platforms and computational biology to increase the economic and environmental sustainability of pasture based production systems",2014-09-01,2019-08-31," 1,335,724.00 "
13/IA/1979(X),SFI Investigator Programme,Non-Themed and Non-ERC,,Michael Peter Kennedy,https://orcid.org/0000-0003-3242-1056,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Advanced Frequency Synthesis Informed by Nonlinear Dynamics ,2014-10-01,2017-09-30," 372,331.14 "
13/IA/1980,SFI Investigator Programme,Non-Themed and Non-ERC,,Gavin Walker,https://orcid.org/0000-0003-4102-0019,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Model Predictive Control of Continuous Pharmaceutical Processes ,2014-09-01,2020-06-30," 1,192,499.00 "
13/IA/1983,SFI Investigator Programme,Non-Themed and Non-ERC,,Patrick Lonergan,https://orcid.org/0000-0001-5598-5044,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Reducing embryo mortality through improved understanding of embryo maternal communication,2014-09-01,2019-08-31," 856,415.06 "
13/IA/1994,SFI Investigator Programme,Non-Themed and Non-ERC,,Ann Hopkins,https://orcid.org/0000-0003-2836-6584,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,"Understanding the mechanistic role and druggability of JAM-A, an emerging upstream regulator of breast cancer tumourigenic signalling, using in vitro and in vivo methodologies and a novel small molecule inhibitor",2015-03-01,2019-09-30," 515,901.00 "
