Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date, Current Total Commitment 
06/IN.1/B107,SFI Principal Investigator Programme,,,Rosemary O'Connor,https://orcid.org/0000-0002-0687-3422,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The IGF-IR Signalling Pathway in Tumour Cells: A Study of Two New Proteins,2007-04-02,2012-04-01," 1,529,561.80 "
05/FE1/B882,SFI Principal Investigator Programme,Principal Investigator - Fellowship,,Mark Achtman,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Microbial Phylogeography,2007-04-01,2012-12-31," 3,689,024.83 "
03/RP.1/I382s4,SFI Research Professorship Programme,,General Supplement,Stewart Fotheringham,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,SFI Research Professorship Supplement Award,2007-04-01,2008-07-24," 119,674.65 "
06/IN.1/I91,SFI Principal Investigator Programme,,,Igor Shvets,https://orcid.org/0000-0001-7451-5435,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Studies of planar nanowire arrays as basis for new generation of ICT devices (NanoGenICT),2007-06-01,2013-03-31," 4,080,712.49 "
06/W.1/I894,SFI ETS Walton Visitor Award,,,Michael Thompson,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,New solutions to the non-specific signal problem in biosensor technology,2007-04-01,2007-06-30," 31,200.00 "
06/W.1/I863,SFI ETS Walton Visitor Award,,,Srinivas Tadigadapa,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Micromachined Quartz Sensor Array for (Bio)Chemical and Clinical Diagnostic Applications,2007-09-15,2008-10-09," 67,924.00 "
06/W.1/I864,SFI ETS Walton Visitor Award,,,Paul B Kirby,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Precision Processing of Functional Materials,2007-07-01,2009-06-20," 39,921.34 "
06/W.1/I865,SFI ETS Walton Visitor Award,,,Sumit Roy,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Cognitive MESH Networks: A Research Agenda for Next Generation Broadband Wireless Access Networks,2007-09-01,2008-08-26," 112,223.80 "
06/W.1/I873,SFI ETS Walton Visitor Award,,,Anthony Hayes,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Coding by the human visual system: does a multiple-resolution code allow cells of very limited bandwidth to represent accurately local intensity and local position,2007-06-01,2008-05-26," 127,331.19 "
06/W.1/I859,SFI ETS Walton Visitor Award,,,Timothy Porter,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Topological Data Analysis and Computational Homology,2007-10-01,2008-05-28," 82,894.50 "
06/W.1/I882,SFI ETS Walton Visitor Award,,,Kumpati Narendra,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Stability and Convergence in Control Communication and Biological Systems,2007-06-15,2008-12-06," 64,965.04 "
06/W.1/I878,SFI ETS Walton Visitor Award,,,Daniel Marinescu,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Dynamic Coordination of Complex Activities and the Scientific Discovery Case Study: 3D Reconstruction of Virus Structure at High Resolution,2007-08-01,2008-07-26," 118,791.53 "
06/W.1/I866,SFI ETS Walton Visitor Award,,,Vladimir Minogin,,Munster Technological University (MTU),Science Foundation Ireland,10.13039/501100001602,Characterisation and modelling of microcavity resonators for optical and quantum networks,2007-09-01,2008-08-26," 95,696.90 "
06/W.1/B868,SFI ETS Walton Visitor Award,,,Godfrey Beddard,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Light Harvesting based on DNA Scaffolds,2007-10-01,2009-03-24," 15,363.00 "
06/W.1/B869,SFI ETS Walton Visitor Award,,,David Williams,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Fundamental studies of bioassay function and design,2007-07-01,2010-06-15," 95,030.00 "
06/W.1/B886,SFI ETS Walton Visitor Award,,,James Martin,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Mucosal immunity in allergic disease; influnce of probiotics,2007-10-01,2009-03-24," 121,465.78 "
06/W.1/B885,SFI ETS Walton Visitor Award,,,John Luong,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Preparation of electro-addressable pyrrolepropylic acid conjugated biomolecules and functionalization of well-aligned carbon nanotubes and nanoparticles toward the development of integrated biosensing platforms,2008-05-01,2009-04-26," 231,395.86 "
06/W.1/B875,SFI ETS Walton Visitor Award,,,Stephane Emiliani,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Chromatin Control of HIV-1 Expression,2007-07-01,2008-06-25," 148,417.50 "
06/W.1/B877,SFI ETS Walton Visitor Award,,,James Philip Cleary,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Targeting the cause of Alzheimers disease,2007-08-01,2008-07-26," 219,970.04 "
06/IN.1/I90,SFI Principal Investigator Programme,,,Eoin O'Reilly,https://orcid.org/0000-0001-5537-2985,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Physics of Photonic Materials & Devices,2007-05-01,2011-10-31," 3,451,174.85 "
06/IN.1/B899,SFI Principal Investigator Programme,,,Tom Moore,https://orcid.org/0000-0001-9712-9625,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Pregnancy-specific glycoproteins in reproduction cancer and stem cell biology,2007-08-01,2011-12-31," 901,016.61 "
07/YI4/B1050,SFI President of Ireland Young Researcher Award,,,Karen Keeshan,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Investigating Trib2-induced Acute Myeloid Leukemia (AML): a  molecular and genetic approach,2008-03-01,2012-08-31," 990,012.00 "
07/YI2/I1051,SFI President of Ireland Young Researcher Award,,,Claude Ederer,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,First principles modelling of functional materials on the nano-scale,2007-10-01,2012-04-30," 1,035,849.40 "
06/IN.1/I106,SFI Principal Investigator Programme,,,John Boland,https://orcid.org/0000-0002-3229-8038,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Integrated Nanoscale Materials and Devices,2007-05-01,2013-03-31," 4,281,619.91 "
06/W.1/B883,SFI ETS Walton Visitor Award,,,Oliver O'Reilly,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The effects of Wave Propagation in Traumatic Brain Injury,2007-07-01,2008-08-24," 56,778.14 "
07/YI2/I1052,SFI President of Ireland Young Researcher Award,,,Silvia Giordani,https://orcid.org/0000-0002-9212-5067,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Functionalising nanotubes with molecular switches for smart and sensitive devices,2007-09-01,2013-08-31," 1,097,796.20 "
07/RFP/BICF241,SFI Research Frontiers Programme,,,Andrew Bowie,https://orcid.org/0000-0001-5316-4373,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,How exactly is IRAK2 involved in interleukin-1 and Toll-like receptor signalling,2007-09-01,2010-08-16," 204,331.46 "
07/RFP/BICF358,SFI Research Frontiers Programme,,,Derek Nolan,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The role of the actin cytoskeleton in intracellular traffic in African trypanosomes,2007-05-01,2010-08-13," 243,923.37 "
07/RFP/BICF537,SFI Research Frontiers Programme,,,Ed Lavelle,https://orcid.org/0000-0002-3167-1080,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Does Epac mediate a cyclic AMP-inducible pathway in dendritic cells that promotes pro-inflammatory T cell responses,2007-09-01,2011-04-13," 204,036.50 "
07/RFP/BIMF126,SFI Research Frontiers Programme,,,Veronica Campbell,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Cannabinoids and the regulation of adult stem cell differentiation,2007-09-01,2010-08-16," 193,940.50 "
07/RFP/BIMF248,SFI Research Frontiers Programme,,,Kevin Mitchell,https://orcid.org/0000-0002-3433-4530,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Chemical genetic dissection of transmembrane semaphorin signaling pathways in the CNS,2007-07-01,2010-06-15," 247,115.51 "
07/RFP/BIMF318,SFI Research Frontiers Programme,,,Vincent Kelly,https://orcid.org/0000-0001-7067-5407,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Exploring the secondary drug-effects of the anti-metabolite 6-thioguanine with a view to developing new anti-proliferative agents.,2007-08-01,2010-07-16," 185,653.11 "
07/RFP/BIMF390,SFI Research Frontiers Programme,,,Shane O'Mara,https://orcid.org/0000-0001-8087-8531,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The behavioural neurophysiology of stress: effects on hippocampal formation mechanisms of spatial representation.,2007-07-01,2010-06-15," 191,974.78 "
07/RFP/CHEF232,SFI Research Frontiers Programme,,,Mathias Senge,https://orcid.org/0000-0002-7467-1654,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Porphodimethenes - Old but new hybrid receptors with potential,2007-08-01,2010-12-13," 212,641.33 "
07/RFP/CHEF275,SFI Research Frontiers Programme,,,Isabel Rozas,https://orcid.org/0000-0002-6658-6038,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Aromatic bis-guanidines and their acridine derivatives as a different class of DNA-minor groove binders and dual DNA intercalators and minor groove binders,2007-09-01,2011-04-13," 239,732.28 "
07/RFP/CHEF294,SFI Research Frontiers Programme,,,Stephen Connon,https://orcid.org/0000-0003-2984-9246,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Bifunctional organocatalysts for enantioselective methylene transfer,2007-09-01,2011-02-12," 230,541.20 "
07/RFP/CHEF437,SFI Research Frontiers Programme,,,John Kelly,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Transient InfraRed Spectroscopy study of Photochemical and Photosensitised Processes in DNA,2007-09-01,2010-08-16," 220,833.80 "
07/RFP/CHEF439,SFI Research Frontiers Programme,,,Paul Kruger,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Twist and Spin: From Spin-Crossover Metallo-Helicate Complexes Towards Hosts for Discernable Guest Accommodation,2007-05-01,2010-04-15," 85,817.56 "
07/RFP/CMSF186,SFI Research Frontiers Programme,,,Andrew Butterfield,https://orcid.org/0000-0002-2337-2101,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,We propose to develop a theoretical framework that captures the formal semantics of hardware compilation languages at a variety of levels giving designers control over outcome complexity and efficiency.,2007-09-01,2011-09-10," 163,209.49 "
07/RFP/CMSF243,SFI Research Frontiers Programme,,,Steven Collins,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Real-time physically based human motion adaptation,2007-09-01,2011-05-13," 177,112.10 "
07/RFP/EEEOBF117,SFI Research Frontiers Programme,,,Nicholas Gray,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Effects of periods of anoxia on protozoan communities in activated sludge operation,2007-08-01,2011-04-12," 129,600.76 "
07/RFP/EEEOBF131,SFI Research Frontiers Programme,,,Mark Brown,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Bar-coding bees: integrating genetic and GIS-based approaches to conservation,2007-05-01,2010-12-11," 219,192.06 "
07/RFP/ENMF142,SFI Research Frontiers Programme,,,Daniel J Kelly,https://orcid.org/0000-0003-4091-0992,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The influence of biophysical stimuli on tissue differentiation and matrix synthesis in vitro,2007-09-01,2010-08-16," 210,890.45 "
07/RFP/ENMF220,SFI Research Frontiers Programme,,,Darina Murray,https://orcid.org/0000-0002-7424-5751,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Synthetic air jets: An investigation of convective cooling in thermal management applications,2007-09-01,2011-02-12," 227,151.43 "
07/RFP/ENMF249,SFI Research Frontiers Programme,,,Anthony Robinson,https://orcid.org/0000-0003-1246-2950,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The Mechanisms of Heat Transfer during Nucleate Pool Boiling,2007-09-01,2010-08-16," 195,047.90 "
07/RFP/ENMF336,SFI Research Frontiers Programme,,,Craig Meskell,https://orcid.org/0000-0001-6303-2796,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Investigation of fluid forces responsible for fluidelastic instability in tube arrays.,2007-09-01,2010-08-16," 222,253.31 "
07/RFP/GEN/F327,SFI Research Frontiers Programme,,,Derek Morris,https://orcid.org/0000-0002-3413-570X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Genetic association studies of the Semaphorin 6 and Plexin A gene families with schizophrenia and bipolar disorder in the Irish population.,2007-06-01,2009-11-17," 141,984.00 "
07/RFP/GEN/F438,SFI Research Frontiers Programme,,,Frank Wellmer,https://orcid.org/0000-0002-2095-0981,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Functional Analysis of the N-end Rule Protein Degradation Pathway in the Model Plant Arabidopsis thaliana,2007-09-01,2011-02-12," 187,071.67 "
07/RFP/GEN/F473,SFI Research Frontiers Programme,,,Gary Donohoe,https://orcid.org/0000-0003-3037-7426,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Does genetic variation at dysbindin and other candidate schizophrenia genes within the glutamate system contribute to abnormal perceptual processing measured using visual and auditory evoked potentials,2007-09-01,2010-12-14," 171,178.30 "
07/RFP/GEOF128,SFI Research Frontiers Programme,,,Valentin Troll,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Micro-analytical approaches at Teide Volcano Tenerife: Understanding the evolution of oceanic island volcanoes,2007-07-01,2008-06-25," 65,522.61 "
07/RFP/GEOF152,SFI Research Frontiers Programme,,,Geoffrey Clayton,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,nitrogen isotopes as indicators of climate change,2007-09-01,2010-11-14," 158,086.18 "
07/RFP/GEOF207,SFI Research Frontiers Programme,,,David Chew,https://orcid.org/0000-0002-6940-1035,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Constraining global Carboniferous climatic fluctuations using high resolution geochronology,2007-09-01,2010-12-14," 185,706.63 "
07/RFP/MASF119,SFI Research Frontiers Programme,,,John McGilp,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,In situ characterisation and control of defects at the interface between new high-k dielectric materials and silicon,2007-06-01,2010-11-12," 229,414.88 "
07/RFP/MASF157,SFI Research Frontiers Programme,,,Cormac McGuinness,https://orcid.org/0000-0002-3095-330X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,X-ray magnetic dichroism investigation of nanoscale magnetism in atomic wires protected by capping layers,2007-08-01,2011-01-12," 165,260.00 "
07/RFP/MASF185,SFI Research Frontiers Programme,,,Igor Shvets,https://orcid.org/0000-0001-7451-5435,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Study of the exchange interaction between self-assembled magnetic nano-clusters deposited on template substrates covered with a semiconductor overlayer - model dilute magnetic semiconductor system,2007-07-01,2010-06-15," 203,817.55 "
07/RFP/MASF238,SFI Research Frontiers Programme,,,Stefano Sanvito,https://orcid.org/0000-0002-0291-715X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Exotic ferromagnetism in diluted and defective oxides,2007-09-01,2010-12-14," 206,106.20 "
07/RFP/MASF250,SFI Research Frontiers Programme,,,Yurii Gun'ko,https://orcid.org/0000-0002-4772-778X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Chiral quantum dots,2007-09-01,2011-02-12," 202,868.26 "
07/RFP/MATF139,SFI Research Frontiers Programme,,,Simon Paul Wilson,https://orcid.org/0000-0003-0312-3586,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Modelling and prediction for road surface degradation,2007-09-01,2010-08-16," 141,120.54 "
07/RFP/MATF164,SFI Research Frontiers Programme,,,John Haslett,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,New statistical models for palaeoclimate reconstruction,2007-09-01,2011-02-12," 243,646.10 "
07/RFP/MATF228,SFI Research Frontiers Programme,,,John Haslett,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Diagnostics for a Wide Class of Linear Models,2007-09-01,2011-05-31," 124,713.30 "
07/RFP/MATF263,SFI Research Frontiers Programme,,,Adrian Constantin,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Modelling tsunamis,2007-09-01,2008-08-26," 50,512.80 "
07/RFP/MATF281,SFI Research Frontiers Programme,,,Thomas Brendan Murphy,https://orcid.org/0000-0002-5668-7046,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Topics in Model-Based Clustering and Classification,2007-09-01,2010-08-31," 92,017.55 "
07/RFP/MATF577,SFI Research Frontiers Programme,,,John Stalker,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Relativistic Continuum Mechanics,2007-08-01,2011-07-31," 194,711.00 "
07/RFP/PHYF104,SFI Research Frontiers Programme,,,Sergey Frolov,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,String Theory and its Applications,2007-05-01,2010-10-12," 227,836.91 "
07/RFP/PHYF143,SFI Research Frontiers Programme,,,James Lunney,https://orcid.org/0000-0003-3430-5198,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Magnetohydrodynamic control of laser produced plasmas,2007-06-01,2010-11-12," 209,450.00 "
07/RFP/PHYF168,SFI Research Frontiers Programme,,,Michael Peardon,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Light hybrid meson and glueball physics from anisotropic lattice QCD,2007-09-01,2011-02-28," 214,977.62 "
07/RFP/PHYF173,SFI Research Frontiers Programme,,,John Donegan,https://orcid.org/0000-0002-5240-1434,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Quantun interference in a semiconductor microcavity,2007-09-01,2010-08-16," 197,788.91 "
07/RFP/PHYF235,SFI Research Frontiers Programme,,,Stefano Sanvito,https://orcid.org/0000-0002-0291-715X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Ab initio quantum transport 100000,2007-09-01,2011-02-12," 220,535.24 "
07/RFP/PHYF334,SFI Research Frontiers Programme,,,Cormac McGuinness,https://orcid.org/0000-0002-3095-330X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Novel element-selective(comma) symmetry(comma) polarisation and state-resolved investigations of chemical bonding,2007-08-01,2011-04-12," 206,428.95 "
07/RFP/PHYF399,SFI Research Frontiers Programme,,,Peter Gallagher,https://orcid.org/0000-0001-9745-0400,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Advanced Image Processing for the Solar Terrestrial Relations Observatory (STEREO),2007-09-01,2010-08-16," 215,759.41 "
07/RFP/GEOF758,SFI Research Frontiers Programme,,,Peter Readman,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,Lithospheric and upper mantle anisotropy structure around Ireland from seismic receiver function studies,2007-09-01,2011-09-10," 142,490.00 "
07/RFP/GEOF759,SFI Research Frontiers Programme,,,Alan Jones,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,Anisotropy of the Continental Lithosphere: Evidence of past tectonics or of active deformation,2007-09-01,2011-05-31," 247,413.00 "
07/RFP/PHYF761,SFI Research Frontiers Programme,,,Felix Aharonian,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,High Energy Gamma-Ray and Neutrino Signatures of Extreme Cosmic Accelerators,2007-09-01,2011-02-12," 188,240.03 "
07/RFP/PHYF790,SFI Research Frontiers Programme,,,Tom Ray,https://orcid.org/0000-0002-2110-1068,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,From Cores to Disks: Exploiting the Spitzer Legacy Program,2007-09-01,2011-02-12," 199,171.54 "
07/RFP/CHEF722,SFI Research Frontiers Programme,,,Sarah Rawe,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Trioxane-Naphthalimide Conjugates as Novel Anticancer Agents,2007-07-01,2011-01-31," 131,165.93 "
07/RFP/CMSF702,SFI Research Frontiers Programme,,,Mark Davis,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Statistical Video Quality Analyzer,2007-09-01,2010-08-31," 98,351.00 "
07/RFP/CMSF704,SFI Research Frontiers Programme,,,Mark Davis,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Feasiblity of Passive Monitoring for Routing in WLAN Mesh Networks,2007-09-01,2010-08-31," 163,921.00 "
07/RFP/CMSF718,SFI Research Frontiers Programme,,,Sarah Jane Delany,https://orcid.org/0000-0002-2062-7439,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,An Investigation Into Case-Base Editing Techniques For Case-Based Reasoners in Text Classification and Fraud Detection,2007-09-01,2010-12-31," 173,190.12 "
07/RFP/ENEF719,SFI Research Frontiers Programme,,,Brian Norton,https://orcid.org/0000-0001-9123-0845,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Use of Phase Change Materials for thermal control in Building integrated Photovoltaic systems,2007-05-01,2012-02-29," 198,033.05 "
07/RFP/BICF172,SFI Research Frontiers Programme,,,Janet Allen,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Molecular Characterisation of the Immune Cell Receptors for ES-62: A secreted Glycoprotein of Parasitic Nematodes that Subverts the Host Immune Response,2007-09-01,2010-08-16," 181,012.88 "
07/RFP/BICF236,SFI Research Frontiers Programme,,,Peter Crowley,https://orcid.org/0000-0002-5365-0096,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Journey to the Centre of the Cell: In Vivo Characterisation of HIV-1 Tat by NMR Spectroscopy,2007-09-01,2009-08-31," 82,625.16 "
07/RFP/BICF259,SFI Research Frontiers Programme,,,Evelyn Murphy,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The contribution of NR4A2-dependet gene expression for the development of chronic inflammatory joint disease,2007-07-01,2010-06-15," 219,073.67 "
07/RFP/BIMF212,SFI Research Frontiers Programme,,,John Crean,https://orcid.org/0000-0002-4337-6177,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Mechanism of action of connective tissue growth factor: towards therapeutics in diabetic nephropathy,2007-08-01,2012-02-29," 189,362.00 "
07/RFP/BIMF222,SFI Research Frontiers Programme,,,Derek Brazil,https://orcid.org/0000-0003-1375-1076,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The role of protein kinase B/Akt in epithelial-mesenchymal transition during renal fibrosis and diabetic nephropathy.,2007-09-01,2011-02-12," 197,732.85 "
07/RFP/BIMF306,SFI Research Frontiers Programme,,,John Baugh,https://orcid.org/0000-0002-5357-5575,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The Role of Macrophage Migration Inhibitory Factor (MIF) in Aberrant Pulmonary Vascular Remodelling and the Pathogenesis of Hypoxic Pulmonary Hypertension.,2007-05-01,2010-10-12," 200,555.23 "
07/RFP/BIMF326,SFI Research Frontiers Programme,,,Margaret McGee,https://orcid.org/0000-0002-6589-7846,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Determination of the molecular components connecting microtubule disruption to the proteolytic cell death machinery,2007-09-01,2011-08-31," 178,510.00 "
07/RFP/CHEF171,SFI Research Frontiers Programme,,,Xiangming Zhu,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Synthesis and Biological Evaluation of alpha-S-Linked Galactosylceramides,2007-09-01,2010-08-16," 162,693.41 "
07/RFP/CHEF239,SFI Research Frontiers Programme,,,Michael McGlinchey,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Overlapping molecular fragments with very large wingspans: a route to C2-symmetric ligands,2007-08-01,2010-10-14," 237,157.00 "
07/RFP/CHEF256,SFI Research Frontiers Programme,,,Francesca Paradisi,https://orcid.org/0000-0003-1704-0642,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Sustainable Chemistry: an enzymatic approach for th esynthesis of chiral alcohols,2007-06-01,2010-11-12," 197,966.12 "
07/RFP/CHEF394,SFI Research Frontiers Programme,,,Hasim Ibrahim,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Catalytic Electrophilic Enantioselective Cyanation of b-Ketoesters,2007-09-01,2010-08-16," 233,400.00 "
07/RFP/CMSF147,SFI Research Frontiers Programme,,,Judith Wusteman,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,OJAX++: A Next Generation Collaborative Research Environment,2007-09-01,2011-02-12," 173,054.11 "
07/RFP/CMSF219,SFI Research Frontiers Programme,,,Neil Hurley,https://orcid.org/0000-0001-8428-2866,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Secure and Trustworthy Personalisation for E-commerce,2007-09-01,2010-12-14," 213,425.95 "
07/RFP/CMSF575,SFI Research Frontiers Programme,,,Pavel Gladyshev,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Automatic Event Reconstruction for Computer Forensics and Intrusion Analysis (AER),2007-09-01,2010-08-16," 147,670.90 "
07/RFP/EEEOBF193,SFI Research Frontiers Programme,,,Nicholas Clipson,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Microbial activity mediating xenobiotic degradation in soils,2007-09-01,2010-08-16," 187,082.03 "
07/RFP/EEEOBF277,SFI Research Frontiers Programme,,,Wieland Fricke,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Growth-dependent expression of genes in developing barley leaves,2007-09-01,2010-08-16," 179,966.50 "
07/RFP/EEEOBF328,SFI Research Frontiers Programme,,,Paul McCabe,https://orcid.org/0000-0002-6146-8307,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Investigating the role of sphingolipids in eukaryotic programmed cell death,2007-09-01,2011-10-31," 228,961.80 "
07/RFP/ENEF347,SFI Research Frontiers Programme,,,Dominic Zerulla,https://orcid.org/0000-0001-8479-9654,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Interfacing via Surface Plasmon based Photonic Crystals,2007-07-02,2010-06-16," 177,659.50 "
07/RFP/ENMF292,SFI Research Frontiers Programme,,,Michael Bruen,https://orcid.org/0000-0002-5614-9432,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Use of radar data in flood forecasting and warning in Ireland,2007-09-01,2011-08-31," 162,121.00 "
07/RFP/GEN/F317,SFI Research Frontiers Programme,,,Pieter Brama,https://orcid.org/0000-0003-3405-0551,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Determining genetic sensitivity for equine osteochondrosis.,2007-07-01,2010-06-15," 221,000.00 "
07/RFP/GEOF195,SFI Research Frontiers Programme,,,Gareth O'Brien,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Towards improved imaging of volcanoes: Seismic source versus structure,2007-09-01,2010-08-16," 192,123.07 "
07/RFP/GEOF252,SFI Research Frontiers Programme,,,Rodrigo Caballero,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Present and future statistics of extreme European storms in a large ensemble of high-resolution atmospheremodel simulations,2007-09-01,2010-08-16," 219,377.95 "
07/RFP/GEOF265,SFI Research Frontiers Programme,,,Frank McDermott,https://orcid.org/0000-0001-7037-7936,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Cycling of recalcitrant carbon in soils; insights from late Quaternary cave calcites,2007-09-01,2011-02-28," 213,488.00 "
