country	funding_body	url_source	date	collected_by	file_name
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-participation-era-net-synthetic-biology-erasynbio	23/06/2022	Michael	NSF_ERASynBio.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/molecular-foundations-biotechnology-mfb	23/06/2022	Michael	NSF_MFB.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/semiconductor-synthetic-biology-circuits-and-communications-information	23/06/2022	Michael	NSF_SemiSynBio-III.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/accelerating-research-through-international-network-network-collaborations	23/06/2022	Michael	NSF_AccelNet.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advance-organizational-change-gender-equity-stem-academic-professions-advance	23/06/2022	Michael	NSF_ADVANCE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/biocomputational-evolution-action-consortium-beacon	23/06/2022	Michael	NSF_BEACON.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/capacity-biological-field-stations-and-marine-laboratories-fsml	23/06/2022	Michael	NSF_FSML.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cyberinfrastructure-sustained-scientific-innovation-cssi	23/06/2022	Michael	NSF_CSSI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/dark-dimensions-rna-regulome-d2r2	23/06/2022	Michael	NSF_D2R2.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ethical-and-responsible-research-er2	23/06/2022	Michael	NSF_ER2.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/expanding-capacity-quantum-information-science-and-engineering-expandqise	23/06/2022	Michael	NSF_ExpandQISE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/facilitating-research-primarily-undergraduate-institutions	23/06/2022	Michael	NSF_FRPUI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/faculty-early-career-development-program-career	23/06/2022	Michael	NSF_CAREER.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/findable-accessible-interoperable-reusable-open-science-research-coordination	23/06/2022	Michael	NSF_FAIROS-RCN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/future-manufacturing-fm	23/06/2022	Michael	NSF_FM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-graduate-research-fellowship-program-grfp	23/06/2022	Michael	NSF_GRFP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/growing-convergence-research-gcr	23/06/2022	Michael	NSF_GCR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/harnessing-data-revolution-data-science-corps-dsc	23/06/2022	Michael	NSF_DSC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/harnessing-data-revolution-institutes-data-intensive-research-science-and-0	23/06/2022	Michael	NSF_IDIRSE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/harnessing-data-revolution-institutes-data-intensive-research-science-and	23/06/2022	Michael	NSF_I-DIRSE-IL.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/harnessing-data-revolution-coordination-hub	23/06/2022	Michael	NSF_HDRCH.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/historically-black-colleges-and-universities-excellence-research-hbcu-eir	23/06/2022	Michael	NSF_HBCU-EiR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/inclusion-across-nation-communities-learners-underrepresented-discoverers	23/06/2022	Michael	NSF_INCLUDES.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/integrative-strategies-understanding-neural-and-cognitive-systems-ncs	23/06/2022	Michael	NSF_NCS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/national-nanotechnology-coordinated-infrastructure-nnci	23/06/2022	Michael	NSF_NNCI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/national-science-foundation-research-traineeship-program	23/06/2022	Michael	NSF_NRT.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/partnership-undergraduate-life-science-education-pulse	23/06/2022	Michael	NSF_PULSE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/partnerships-international-research-and-education-pire-0	23/06/2022	Michael	NSF_PIRE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/pathways-enable-open-source-ecosystems-pose	23/06/2022	Michael	NSF_POSE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/predictive-intelligence-pandemic-prevention-phase-i-development-grants-pipp	23/06/2022	Michael	NSF_PIPP-Phase-I.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/research-coordination-networks-fostering-and-nurturing-diverse-community-ci	23/06/2022	Michael	NSF_RCN-CI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/astronomy-research-experiences-undergraduates-sites-ast-reu-sites	23/06/2022	Michael	NSF_AST-REU-Sites.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/chemistry-research-experiences-undergraduates-sites-che-reu-sites	23/06/2022	Michael	NSF_CHE-REU-Sites.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cise-research-experiences-undergraduates-sites-cise-reu-sites	23/06/2022	Michael	NSF_CISE-REU-Sites.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/mathematical-sciences-research-experiences-undergraduates-sites-dms-reu-sites	23/06/2022	Michael	NSF_DMS-REU-Sites.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/oce-research-experiences-undergraduates-sites-oce-reu-sites	23/06/2022	Michael	NSF_OCE-REU-Sites.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/sbe-research-experiences-undergraduates-sites-sbe-reu-sites	23/06/2022	Michael	NSF_SBE-REU-Sites.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/science-and-technology-centers-integrative-partnerships	23/06/2022	Michael	NSF_STC-IT.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/spectrum-innovation-initiative-national-radio-dynamic-zones-sii-nrdz	23/06/2022	Michael	NSF_SII-NRDZ.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/strengthening-american-infrastructure-sai-1	23/06/2022	Michael	NSF_SAI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/understanding-rules-life-emergent-networks-urolen	23/06/2022	Michael	NSF_URoL-EN.txt
USA	NIH	https://commonfund.nih.gov/4Dnucleome	24/06/2022	Michael	NIH_4DNucleome.txt
USA	NIH	https://commonfund.nih.gov/pain	24/06/2022	Michael	NIH_A2CPS.txt
USA	NIH	https://commonfund.nih.gov/bridge2ai	24/06/2022	Michael	NIH_Bridge2AI.txt
USA	NIH	https://commonfund.nih.gov/senescence	24/06/2022	Michael	NIH_SenNet.txt
USA	NIH	https://commonfund.nih.gov/diversity	24/06/2022	Michael	NIH_DPC.txt
USA	NIH	https://commonfund.nih.gov/exrna	24/06/2022	Michael	NIH_ERC.txt
USA	NIH	https://commonfund.nih.gov/first	24/06/2022	Michael	NIH_FIRST.txt
USA	NIH	https://commonfund.nih.gov/KidsFirst	24/06/2022	Michael	NIH_Kids_FIRST.txt
USA	NIH	https://commonfund.nih.gov/globalhealth	24/06/2022	Michael	NIH_GlobalHealth.txt
USA	NIH	https://commonfund.nih.gov/Glycoscience	24/06/2022	Michael	NIH_Glycoscience.txt
USA	NIH	https://commonfund.nih.gov/AfricaData	24/06/2022	Michael	NIH_DS-I-Africa.txt
USA	NIH	https://commonfund.nih.gov/hcscollaboratory	24/06/2022	Michael	NIH_HCSCollab.txt
USA	NIH	https://commonfund.nih.gov/highrisk	24/06/2022	Michael	NIH_HRHR.txt
USA	NIH	https://commonfund.nih.gov/HuBMAP	24/06/2022	Michael	NIH_HuBMAP.txt
USA	NIH	https://commonfund.nih.gov/IDG	24/06/2022	Michael	NIH_IDG.txt
USA	NIH	https://commonfund.nih.gov/KOMP2	24/06/2022	Michael	NIH_KOMP2.txt
USA	NIH	https://commonfund.nih.gov/LINCS	24/06/2022	Michael	NIH_LINCS.txt
USA	NIH	https://commonfund.nih.gov/metabolomics	24/06/2022	Michael	NIH_Metabolomics.txt
USA	NIH	https://commonfund.nih.gov/MolecularTransducers	24/06/2022	Michael	NIH_MoTrPAC.txt
USA	NIH	https://commonfund.nih.gov/nutritionforprecisionhealth	24/06/2022	Michael	NIH_NPH.txt
USA	NIH	https://commonfund.nih.gov/editing	24/06/2022	Michael	NIH_SCGE.txt
USA	NIH	https://commonfund.nih.gov/smaht/	24/06/2022	Michael	NIH_SMaHT.txt
USA	NIH	https://commonfund.nih.gov/sparc	24/06/2022	Michael	NIH_SPARC.txt
USA	NIH	https://commonfund.nih.gov/CryoEM	24/06/2022	Michael	NIH_CryoEM.txt
USA	NIH	https://commonfund.nih.gov/healthdisparitiestransformation	24/06/2022	Michael	NIH_HDAHE.txt
USA	NIH	https://commonfund.nih.gov/Diseases	24/06/2022	Michael	NIH_UDN.txt
USA	NIH	https://commonfund.nih.gov/dataecosystem	24/06/2022	Michael	NIH_CFDE.txt
USA	NOAA	https://cpo.noaa.gov/Meet-the-Divisions/Earth-System-Science-and-Modeling/Earths-Radiation-Budget-ERB	24/06/2022	Michael	NOAA_ERB.txt
USA	NOAA	https://cpo.noaa.gov/Meet-the-Divisions/Earth-System-Science-and-Modeling/AC4	24/06/2022	Michael	NOAA_AC4.txt
USA	NOAA	https://cpo.noaa.gov/Meet-the-Divisions/Earth-System-Science-and-Modeling/Climate-Observations-and-Monitoring	24/06/2022	Michael	NOAA_COM.txt
USA	NOAA	https://cpo.noaa.gov/Meet-the-Divisions/Earth-System-Science-and-Modeling/CVP	24/06/2022	Michael	NOAA_CVP.txt
USA	NOAA	https://cpo.noaa.gov/Divisions-Programs/Earth-System-Science-and-Modeling/Modeling-Analysis-Predictions-and-Projections-MAPP/About-MAPP	24/06/2022	Michael	NOAA_MAPP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ccf-algorithmic-foundations-af	24/06/2022	Michael	NSF_AF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ccf-communications-and-information-foundations-cif	24/06/2022	Michael	NSF_CIF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ccf-foundations-emerging-technologies-fet	24/06/2022	Michael	NSF_FET.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ccf-software-and-hardware-foundations-shf	24/06/2022	Michael	NSF_SHF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cns-cns-core-cns-core	24/06/2022	Michael	NSF_CNSCore.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/iis-human-centered-computing-hcc	24/06/2022	Michael	NSF_HCC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/iis-information-integration-and-informatics-iii	24/06/2022	Michael	NSF_III.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/iis-robust-intelligence-ri	24/06/2022	Michael	NSF_RI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/oac-oac-core-research-oac-core	24/06/2022	Michael	NSF_OACCore.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cise-community-research-infrastructure-ccri	24/06/2022	Michael	NSF_CCRI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cise-mps-interdisciplinary-faculty-program-quantum-information-science	24/06/2022	Michael	NSF_CISE_MPS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/computer-and-information-science-and-engineering-research-initiation	24/06/2022	Michael	NSF_CRII.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/computer-science-all-csforall-research-and-rpps	24/06/2022	Michael	NSF_RPPS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/connections-quantum-information-science-cqis	24/06/2022	Michael	NSF_CQIS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cyber-physical-systems-cps	24/06/2022	Michael	NSF_CPS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/designing-materials-revolutionize-and-engineer-our-future-dmref	24/06/2022	Michael	NSF_DMREF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/enabling-access-cloud-computing-resources-cise-research-and-education-cloud	24/06/2022	Michael	NSF_Cloud_Access.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/expeditions-computing-expeditions	24/06/2022	Michael	NSF_Expeditions.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/formal-methods-field-fmitf	24/06/2022	Michael	NSF_FMitF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/foundational-research-robotics-frr	24/06/2022	Michael	NSF_FRR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/harnessing-data-revolution-transdisciplinary-research-principles-data-0	24/06/2022	Michael	NSF_HDR_TRIPODS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/improving-undergraduate-stem-education-computing-undergraduate-education-iuse	24/06/2022	Michael	NSF_IUSE-CUE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/iuseprofessional-formation-engineers-revolutionizing-engineering-departments	24/06/2022	Michael	NSF_IUSE-RED.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-quantum-computing-information-science-faculty-fellows-qcis-ff	24/06/2022	Michael	NSF_QCIS-FF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/principles-and-practice-scalable-systems-pposs	24/06/2022	Michael	NSF_PPOSS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/secure-and-trustworthy-cyberspace-satc	24/06/2022	Michael	NSF_SaTC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/secure-and-trustworthy-cyberspace-frontiers-satc-frontiers	24/06/2022	Michael	NSF_SaTCFrontiers.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/smart-and-connected-communities-scc	24/06/2022	Michael	NSF_SnCC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/smart-health-and-biomedical-research-era-artificial-intelligence-and-advanced	24/06/2022	Michael	NSF_SCH.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/training-based-workforce-development-advanced-cyberinfrastructure	24/06/2022	Michael	NSF_CyberTraining.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/broadening-participation-computing-bpc-0	24/06/2022	Michael	NSF_BPC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/computer-and-information-science-and-engineering-minority-serving	24/06/2022	Michael	NSF_CISE-MSI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/designing-accountable-software-systems-dass	24/06/2022	Michael	NSF_DASS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/future-semiconductors-teaming-co-design-research-capacity-fuse	24/06/2022	Michael	NSF_FuSe.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/internet-measurement-research-methodologies-tools-and-infrastructure-imr	24/06/2022	Michael	NSF_IMR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/resilient-intelligent-nextg-systems-rings	24/06/2022	Michael	NSF_RINGS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/resilient-intelligent-nextg-systems-virtual-organization-rings-vo	24/06/2022	Michael	NSF_RING-VO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/education-and-workforce-program	24/06/2022	Michael	NSF_EWF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/global-environment-networking-innovations-geni	24/06/2022	Michael	NSF_GENI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/campus-cyberinfrastructure-cc	24/06/2022	Michael	NSF_CCstar.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/japan-us-network-opportunity-juno	24/06/2022	Michael	NSF_JUNO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsffda-scholar-residence-fda-0	24/06/2022	Michael	NSF_FDA_SiR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/platforms-advanced-wireless-research-pawr-establishing-pawr-project-office	24/06/2022	Michael	NSF_PAWR-PPO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/us-eu-internet-core-edge-technologies-ice-t	24/06/2022	Michael	NSF_ICE-T.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/computer-and-network-systems-core-programs-large	24/06/2022	Michael	NSF_CNSCoreL.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/spectrum-and-wireless-innovation-enabled-future-technologies-swift-0	24/06/2022	Michael	NSF_SWIFT.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/national-robotics-initiative-30-innovations-integration-robotics-nri-30	24/06/2022	Michael	NSF_NRI-3_0.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-program-fairness-artificial-intelligence-collaboration-amazon	24/06/2022	Michael	NSF_PoFAI_CAMZN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/research-emerging-technologies-teaching-and-learning	24/06/2022	Michael	NSF_RETTL.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advanced-computing-systems-services-adapting-rapid-evolution-science-and	24/06/2022	Michael	NSF_ACSS-ARESER.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cyberinfrastructure-emerging-science-and-engineering-research-ceser	24/06/2022	Michael	NSF_CESER.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cybersecurity-innovation-cyberinfrastructure-cici	24/06/2022	Michael	NSF_CICI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/international-research-and-education-network-connections-irnc	24/06/2022	Michael	NSF_IRCN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/computational-and-data-enabled-science-and-engineering-mathematical-and	24/06/2022	Michael	NSF_CDSnE-MSS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advanced-cyberinfrastructure-coordination-ecosystem-services-support-access	24/06/2022	Michael	NSF_ACCESS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advanced-cyberinfrastructure-coordination-ecosystem-services-support	24/06/2022	Michael	NSF_ACCESS-ACO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cyberinfrastructure-centers-excellence-ci-coe	24/06/2022	Michael	NSF_CI-CoE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/enabling-quantum-leap-convergent-accelerated-discovery-foundries-quantum	24/06/2022	Michael	NSF_Q-AMASE-i.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/harnessing-data-revolution-hdr-institutes-data-intensive-research-science-and	24/06/2022	Michael	NSF_I-DIRSE-FW.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/big-data-regional-innovation-hubs-bd-hubs	25/06/2022	Michael	NSF_BDHubs.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/civic-innovation-challenge-civic	25/06/2022	Michael	NSF_CIVIC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/disrupting-operations-illicit-supply-networks-d-isn	25/06/2022	Michael	NSF_D-ISN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/emerging-frontiers-research-and-innovation-efri-engineered-living-systems	25/06/2022	Michael	NSF_EFRI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/industry-university-cooperative-research-centers-program-iucrc-0	25/06/2022	Michael	NSF_IUCRC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-dynamic-language-infrastructure-neh-documenting-endangered-languages-dli	25/06/2022	Michael	NSF_DLI-DEL.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/research-visioning-computer-and-information-science-and-engineering-future	25/06/2022	Michael	NSF_CISE-RV.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cybercorps-scholarship-service-sfs-0	25/06/2022	Michael	NSF_SFS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ehr-core-research-ecrcore	25/06/2022	Michael	NSF_ECR_Core.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ehr-core-research-resource-coordination-hub-ecr-hub	25/06/2022	Michael	NSF_ECR_Hub.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ehr-core-research-building-capacity-stem-education-research	25/06/2022	Michael	NSF_ECR_BCSER.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/innovations-graduate-education-program	25/06/2022	Michael	NSF_IGE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/racial-equity-stem-education-ehr-racial-equity	25/06/2022	Michael	NSF_EHR_RE.txt
