"Projet.Code_Decision_ANR";"Action.Edition";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-11-IDFI-0034";2011;"SAMSEI";"ANR-11-IDFI-0034-05";False;"Hospices Civils de Lyon";"Organismes Médicaux (Hôpitaux)";"RIMMELE";"Thomas";"Lyon";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0034";2011;"SAMSEI";"ANR-11-IDFI-0034-04";False;"Direction Centrale Service de Santé des Armées";"Ministères";"RIMMELE";"Thomas";"Clamart";"Île-de-France";"France"
"ANR-11-IDFI-0034";2011;"SAMSEI";"ANR-11-IDFI-0034-03";False;"Université Numérique en Santé et Sport.fr";"EPA, GIP, organismes avec autre statut";"RIMMELE";"Thomas";"Villeneuve d'Ascq";"Hauts de France";"France"
"ANR-11-IDFI-0034";2011;"SAMSEI";"ANR-11-IDFI-0034-02";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"RIMMELE";"Thomas";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0034";2011;"SAMSEI";"ANR-11-IDFI-0034-01";True;"COMUE Université de Lyon";"COMUE Pôle de recherche et d'Enseignement supérieur";"RIMMELE";"Thomas";"Lyon Cedex 7";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-01";True;"Université Bretagne Occidentale Brest";"Universités, INSA et INP";"L'HER";"Erwan";"Brest Cedex 3";"Bretagne";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-02";False;"Université de Lille II (Droit et Santé)";"Universités, INSA et INP";"L'HER";"Erwan";"Lille";"Hauts de France";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-03";False;"Université de Montpellier I";"Universités, INSA et INP";"L'HER";"Erwan";"Montpellier Cedex 1";"Occitanie";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-04";False;"Université de Lorraine";"Universités, INSA et INP";"L'HER";"Erwan";"Nancy";"Grand Est";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-05";False;"Université de Rouen";"Universités, INSA et INP";"L'HER";"Erwan";"Mont Saint Aignan";"Normandie";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-06";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"L'HER";"Erwan";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-07";False;"Université d'Orléans";"Universités, INSA et INP";"L'HER";"Erwan";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-08";False;"Université d'Angers";"Universités, INSA et INP";"L'HER";"Erwan";"Angers Cedex";"Pays de la Loire";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-09";False;"Université de Lille";"Universités, INSA et INP";"L'HER";"Erwan";"Lille";"Hauts de France";"France"
"ANR-11-IDFI-0033";2011;"REMIS";"ANR-11-IDFI-0033-10";False;"Université de Montpellier";"Universités, INSA et INP";"L'HER";"Erwan";"Montpellier";"Occitanie";"France"
"ANR-11-IDFI-0032";2011;"PYREN";"ANR-11-IDFI-0032-04";False;"Université Publique de Navarre";"Universités, INSA et INP";"BRAUD";"Michel";"Pamplona";"Etranger";"France"
"ANR-11-IDFI-0032";2011;"PYREN";"ANR-11-IDFI-0032-03";False;"Université du Pays Basque";"Universités, INSA et INP";"BRAUD";"Michel";"Leioa";"Etranger";"France"
"ANR-11-IDFI-0032";2011;"PYREN";"ANR-11-IDFI-0032-02";False;"Université de Saragosse";"Universités, INSA et INP";"BRAUD";"Michel";"Zaragoza";"Etranger";"France"
"ANR-11-IDFI-0032";2011;"PYREN";"ANR-11-IDFI-0032-01";True;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"BRAUD";"Michel";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-05";False;"Université de Grenoble III (Stendhal)";"Universités, INSA et INP";"CHANAL";"Valérie";"St Martin D´Heres";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-03";False;"Ecole Nationale Supérieure Création Industrielle";"Organismes de Type EPIC";"CHANAL";"Valérie";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-04";False;"Université de Savoie Mont-Blanc";"Universités, INSA et INP";"CHANAL";"Valérie";"Chambéry";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-02";False;"Conservatoire National des Arts et Métiers Paris";"Autres établissements (publics)";"CHANAL";"Valérie";"Paris Cedex 03";"Île-de-France";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-06";False;"Université Grenoble Alpes";"Universités, INSA et INP";"CHANAL";"Valérie";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-07";False;"Université de Grenoble (COMUE)";"Universités, INSA et INP";"CHANAL";"Valérie";"Saint Martin D' Heres";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-08";True;"Université Grenoble Alpes";"Universités, INSA et INP";"CHANAL";"Valérie";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0031";2011;"PROMISING";"ANR-11-IDFI-0031-01";False;"Université de Grenoble II (Pierre Mendès France)";"Universités, INSA et INP";"CHANAL";"Valérie";"Saint Martin D'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0030";2011;"PROLEX";"ANR-11-IDFI-0030-02";True;"Université de Paris II (Panthéon-Assas)";"Universités, INSA et INP";"BRACONNIER";"Stéphane";"Paris05";"Île-de-France";"France"
"ANR-11-IDFI-0030";2011;"PROLEX";"ANR-11-IDFI-0030-01";False;"COMUE Sorbonne Université";"COMUE Pôle de recherche et d'Enseignement supérieur";"BRACONNIER";"Stéphane";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0029";2011;"PLACIS";"ANR-11-IDFI-0029-04";False;"CY Cergy Paris Université";"Universités, INSA et INP";"RIVIERE";"Alain";"Cergy Pontoise";"Île-de-France";"France"
"ANR-11-IDFI-0029";2011;"PLACIS";"ANR-11-IDFI-0029-03";False;"Ecole Internationale des Sciences de Traitement de l'Information";"Grandes écoles publiques";"RIVIERE";"Alain";"Cergy Pontoise";"Île-de-France";"France"
"ANR-11-IDFI-0029";2011;"PLACIS";"ANR-11-IDFI-0029-02";False;"Ecole Nationale Supérieure d'Electronique et ses Applications Cergy-Pontoise";"Grandes écoles publiques";"RIVIERE";"Alain";"Cergy";"Île-de-France";"France"
"ANR-11-IDFI-0029";2011;"PLACIS";"ANR-11-IDFI-0029-01";True;"Institut supérieur mécanique de Paris";"Grandes écoles publiques";"RIVIERE";"Alain";"Saint Ouen";"Île-de-France";"France"
"ANR-11-IDFI-0028";2011;"PARÉ";"ANR-11-IDFI-0028-01";True;"Université de Poitiers";"Universités, INSA et INP";"JABOUILLE";"Florent";"Poitiers Cedex";"Nouvelle Aquitaine";"France"
"ANR-11-IDFI-0027";2011;"MIRO.EU-PM";"ANR-11-IDFI-0027-03";False;"Institut Etudes Politiques de Toulouse";"IEP";"AUGUET";"Yvan";"Toulouse";"Occitanie";"France"
"ANR-11-IDFI-0027";2011;"MIRO.EU-PM";"ANR-11-IDFI-0027-02";False;"Université de Paris VI (Pierre et Marie Curie)";"Universités, INSA et INP";"AUGUET";"Yvan";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0027";2011;"MIRO.EU-PM";"ANR-11-IDFI-0027-01";True;"Université de Perpignan";"Universités, INSA et INP";"AUGUET";"Yvan";"Perpignan Cedex";"Occitanie";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-05";False;"COMUE ParisTech";"COMUE Pôle de recherche et d'Enseignement supérieur";"NABEC";"Lydiane";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-01";False;"FCS Campus Paris Saclay";"Fondations";"NABEC";"Lydiane";"Saint Aubin";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-02";False;"Université de Paris V (Descartes)";"Universités, INSA et INP";"NABEC";"Lydiane";"Paris Cedex 06";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-03";False;"Université de Paris XI (Paris Sud Orsay)";"Universités, INSA et INP";"NABEC";"Lydiane";"Orsay Cedex";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-04";False;"Fondation ParisTech";"Fondations";"NABEC";"Lydiane";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-07";False;"COMUE Université Paris Saclay";"COMUE Pôle de recherche et d'Enseignement supérieur";"NABEC";"Lydiane";"Saint Aubin";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-06";False;"Institut Villebon Georges Charpak";"EPA, GIP, organismes avec autre statut";"NABEC";"Lydiane";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-08";False;"Université Paris Cité";"Universités, INSA et INP";"NABEC";"Lydiane";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0026";2011;"IVICA";"ANR-11-IDFI-0026-09";True;"Université Paris-Saclay";"Universités, INSA et INP";"NABEC";"Lydiane";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-09";False;"CESI";"Associations";"BOUKHALFA";"Mourad Abdelkrim";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-01";True;"INSA Rouen";"Grandes écoles publiques";"BOUKHALFA";"Mourad Abdelkrim";"Saint Etienne De Rouvray";"Normandie";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-02";False;"INSA Toulouse";"Grandes écoles publiques";"BOUKHALFA";"Mourad Abdelkrim";"Toulouse Cédex";"Occitanie";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-03";False;"INSA Lyon";"Grandes écoles publiques";"BOUKHALFA";"Mourad Abdelkrim";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-04";False;"INSA de Rennes";"Grandes écoles publiques";"BOUKHALFA";"Mourad Abdelkrim";"Rennes";"Bretagne";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-08";False;"Ecole Nationale Supérieure de Céramique Industrielle Limoges";"Grandes écoles publiques";"BOUKHALFA";"Mourad Abdelkrim";"Limoges";"Nouvelle Aquitaine";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-05";False;"INSA Strasbourg";"Grandes écoles publiques";"BOUKHALFA";"Mourad Abdelkrim";"Strasbourg Cedex";"Grand Est";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-10";False;"Université Technologique de Compiègne";"Universités, INSA et INP";"BOUKHALFA";"Mourad Abdelkrim";"Compiègne";"Hauts de France";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-11";False;"Université de Technologie de Troyes";"Universités, INSA et INP";"BOUKHALFA";"Mourad Abdelkrim";"Troyes";"Grand Est";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-13";False;"COMUE Université de Lorraine";"COMUE Pôle de recherche et d'Enseignement supérieur";"BOUKHALFA";"Mourad Abdelkrim";"Nancy";"Grand Est";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-14";False;"Université de Technologie de Belfort-Montbéliard";"Universités, INSA et INP";"BOUKHALFA";"Mourad Abdelkrim";"Belfort Cedex";"Bourgogne-Franche-Comté";"France"
"ANR-11-IDFI-0025";2011;"INNOVENT-E";"ANR-11-IDFI-0025-15";False;"INSA Centre Val de Loire";"Grandes écoles publiques";"BOUKHALFA";"Mourad Abdelkrim";"Bourges";"Centre-Val de Loire";"France"
"ANR-11-IDFI-0024";2011;"INNOVA-Langues";"ANR-11-IDFI-0024-04";True;"Université Grenoble Alpes";"Universités, INSA et INP";"MASPERI";"Monica";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0024";2011;"INNOVA-Langues";"ANR-11-IDFI-0024-03";False;"Université de Grenoble (COMUE)";"Universités, INSA et INP";"MASPERI";"Monica";"Saint Martin D' Heres";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0024";2011;"INNOVA-Langues";"ANR-11-IDFI-0024-02";False;"Université Grenoble Alpes";"Universités, INSA et INP";"MASPERI";"Monica";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0024";2011;"INNOVA-Langues";"ANR-11-IDFI-0024-01";False;"Université de Grenoble III (Stendhal)";"Universités, INSA et INP";"MASPERI";"Monica";"St Martin D´Heres";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0023";2011;"IIFR";"ANR-11-IDFI-0023-03";False;"Université de Paris V (Descartes)";"Universités, INSA et INP";"TADDEI";"François";"Paris Cedex 06";"Île-de-France";"France"
"ANR-11-IDFI-0023";2011;"IIFR";"ANR-11-IDFI-0023-01";False;"COMUE Sorbonne Paris Cité";"COMUE Pôle de recherche et d'Enseignement supérieur";"TADDEI";"François";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0023";2011;"IIFR";"ANR-11-IDFI-0023-02";False;"SCIRE Association";"Associations";"TADDEI";"François";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0023";2011;"IIFR";"ANR-11-IDFI-0023-04";False;"Université de Paris VII (Diderot)";"Universités, INSA et INP";"TADDEI";"François";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0023";2011;"IIFR";"ANR-11-IDFI-0023-05";True;"Université Paris Cité";"Universités, INSA et INP";"TADDEI";"François";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-10";False;"COMUE Université de Paris Est";"COMUE Pôle de recherche et d'Enseignement supérieur";"BIRI";"Venceslas";"Champs Sur Marne";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-09";False;"Ecole Nationale des Ponts et Chaussées";"ENS et grands établissements";"BIRI";"Venceslas";"Marne La Vallée";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-08";False;"Ecole Nationale Vétérinaire Maisons-Alfort";"Grandes écoles publiques";"BIRI";"Venceslas";"Maisons-Alfort";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-07";False;"Ecole Nationale Supérieure d'Architecture Champs sur Marne";"Grandes écoles publiques";"BIRI";"Venceslas";"Champs Sur Marne";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-06";False;"Ecole Supérieure Ingénieurs Electrotechnique, Electronique Marne La Vallée";"Grandes écoles publiques";"BIRI";"Venceslas";"Noisy Le Grand";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-05";False;"Ecole Spéciale des Travaux Publics, du bâtiment et de l'industrie";"Associations";"BIRI";"Venceslas";"Cachan";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-04";False;"Ecole des Ingénieurs de la Ville de Paris";"Grandes écoles publiques";"BIRI";"Venceslas";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-03";False;"Université de Paris Est Marne La Vallée";"Universités, INSA et INP";"BIRI";"Venceslas";"Champs Sur Marne";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-02";False;"Université de Paris XII (Val de Marne - Paris Est Créteil)";"Universités, INSA et INP";"BIRI";"Venceslas";"Creteil Cedex";"Île-de-France";"France"
"ANR-11-IDFI-0022";2011;"IDEA";"ANR-11-IDFI-0022-01";True;"Université Gustave Eiffel";"Universités, INSA et INP";"BIRI";"Venceslas";"Champs-sur-Marne";"Île-de-France";"France"
"ANR-11-IDFI-0021";2011;"Gen.I.D.E.A.";"ANR-11-IDFI-0021-03";False;"EMLYON Business School";"Autres écoles (privées)";"GOYON";"Marie";"Ecully";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0021";2011;"Gen.I.D.E.A.";"ANR-11-IDFI-0021-01";True;"COMUE Université de Lyon";"COMUE Pôle de recherche et d'Enseignement supérieur";"GOYON";"Marie";"Lyon Cedex 7";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0021";2011;"Gen.I.D.E.A.";"ANR-11-IDFI-0021-02";False;"Alliance Yin-Yang";"Associations";"GOYON";"Marie";"Ecully";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0021";2011;"Gen.I.D.E.A.";"ANR-11-IDFI-0021-05";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"GOYON";"Marie";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0021";2011;"Gen.I.D.E.A.";"ANR-11-IDFI-0021-04";False;"Ecole Centrale de Lyon";"Grandes écoles publiques";"GOYON";"Marie";"Ecully Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0020";2011;"FREDD";"ANR-11-IDFI-0020-04";False;"Cercle du Bazacle";"Non renseigné";"GREGOIR";"Stéphane";"Non renseigné";"Non renseigné";"France"
"ANR-11-IDFI-0020";2011;"FREDD";"ANR-11-IDFI-0020-03";False;"Fondation Jean Jacques Laffont TSE";"Fondations";"GREGOIR";"Stéphane";"Toulouse";"Occitanie";"France"
"ANR-11-IDFI-0020";2011;"FREDD";"ANR-11-IDFI-0020-02";False;"Université de Toulouse I (Capitole)";"Universités, INSA et INP";"GREGOIR";"Stéphane";"Toulouse Cedex 9";"Occitanie";"France"
"ANR-11-IDFI-0020";2011;"FREDD";"ANR-11-IDFI-0020-01";True;"Université Fédérale Toulouse Midi-Pyrénées";"COMUE Pôle de recherche et d'Enseignement supérieur";"GREGOIR";"Stéphane";"Toulouse Cedex 6";"Occitanie";"France"
"ANR-11-IDFI-0019";2011;"FORMADIME";"ANR-11-IDFI-0019-01";True;"Université Fédérale Toulouse Midi-Pyrénées";"COMUE Pôle de recherche et d'Enseignement supérieur";"JESSEL";"Nadine";"Toulouse Cedex 6";"Occitanie";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-06";False;"CNRS Paris A (Ivry)";"Organismes de type EPST";"BENVEGNU";"Nicolas";"Ivry Sur Seine Cedex";"Île-de-France";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-01";False;"COMUE Sorbonne Paris Cité";"COMUE Pôle de recherche et d'Enseignement supérieur";"BENVEGNU";"Nicolas";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-03";False;"Ecole des Mines ParisTech";"Grandes écoles publiques";"BENVEGNU";"Nicolas";"Paris Cedex 06";"Île-de-France";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-04";False;"Université de Paris VII (Diderot)";"Universités, INSA et INP";"BENVEGNU";"Nicolas";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-05";False;"TELECOM PARIS";"ENS et grands établissements";"BENVEGNU";"Nicolas";"Palaiseau";"Île-de-France";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-07";False;"Fondation Nationale Sciences Politiques";"Fondations";"BENVEGNU";"Nicolas";"Paris Cedex 07";"Île-de-France";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-08";False;"CNRS Paris Villejuif";"Organismes de type EPST";"BENVEGNU";"Nicolas";"Villejuif";"Île-de-France";"France"
"ANR-11-IDFI-0018";2011;"FORCCAST";"ANR-11-IDFI-0018-09";True;"Université Paris Cité";"Universités, INSA et INP";"BENVEGNU";"Nicolas";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-08";False;"Université de Strasbourg";"Universités, INSA et INP";"BONNAUD";"Olivier";"Strasbourg Cedex";"Grand Est";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-01";True;"GIP CNFM";"EPA, GIP, organismes avec autre statut";"BONNAUD";"Olivier";"Grenoble Cedex 1";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-02";False;"Université de Montpellier II";"Universités, INSA et INP";"BONNAUD";"Olivier";"Montpellier Cedex";"Occitanie";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-03";False;"INSA Toulouse";"Grandes écoles publiques";"BONNAUD";"Olivier";"Toulouse Cédex";"Occitanie";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-04";False;"Université de Rennes I";"Universités, INSA et INP";"BONNAUD";"Olivier";"Rennes Cedex";"Bretagne";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-05";False;"Sorbonne Université";"Universités, INSA et INP";"BONNAUD";"Olivier";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-06";False;"Institut National Polytechnique Grenoble";"Universités, INSA et INP";"BONNAUD";"Olivier";"Grenoble Cédex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-07";False;"INSA Lyon";"Grandes écoles publiques";"BONNAUD";"Olivier";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-09";False;"Université d'Aix-Marseille";"Universités, INSA et INP";"BONNAUD";"Olivier";"Marseille";"Provence-Alpes-Côte d'Azur";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-11";False;"Université de Limoges";"Universités, INSA et INP";"BONNAUD";"Olivier";"Limoges Cédex 01";"Nouvelle Aquitaine";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-12";False;"Université de Lille I (Sciences et Technologies)";"Universités, INSA et INP";"BONNAUD";"Olivier";"Villeneuve D'Asq Cedex";"Hauts de France";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-13";False;"Université de Paris XI (Paris Sud Orsay)";"Universités, INSA et INP";"BONNAUD";"Olivier";"Orsay Cedex";"Île-de-France";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-14";False;"Université de Montpellier";"Universités, INSA et INP";"BONNAUD";"Olivier";"Montpellier";"Occitanie";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-15";False;"Université de Lille";"Universités, INSA et INP";"BONNAUD";"Olivier";"Lille";"Hauts de France";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-16";False;"Université Paris-Saclay";"Universités, INSA et INP";"BONNAUD";"Olivier";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-17";False;"Université de Montpellier";"Universités, INSA et INP";"BONNAUD";"Olivier";"Montpellier";"Occitanie";"France"
"ANR-11-IDFI-0017";2011;"FINMINA";"ANR-11-IDFI-0017-10";False;"Institut National Polytechnique Bordeaux";"Universités, INSA et INP";"BONNAUD";"Olivier";"Pessac Cedex";"Nouvelle Aquitaine";"France"
"ANR-11-IDFI-0016";2011;"ENEPS";"ANR-11-IDFI-0016-05";False;"France Télécom Orange";"Entreprises Privées";"BAROTH";"Julien";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0016";2011;"ENEPS";"ANR-11-IDFI-0016-04";False;"Vinci Construction France";"Entreprises Privées";"BAROTH";"Julien";"Nanterre";"Île-de-France";"France"
