"Projet.Code_Decision_ANR";"Action.Edition";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-02";False;"Institut du Cerveau et de la Moelle Epinière";"Fondations";"HANTRAYE";"Philippe";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-03";False;"Université de Paris XII (Val de Marne - Paris Est Créteil)";"Universités, INSA et INP";"HANTRAYE";"Philippe";"Creteil Cedex";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-04";False;"INSERM Délégation Paris IDF Centre-Nord";"Organismes de type EPST";"HANTRAYE";"Philippe";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-05";False;"INSERM Paris 12";"Organismes de type EPST";"HANTRAYE";"Philippe";"Créteil";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-11";False;"INSERM Délégation Paris IDF Centre-Nord";"Organismes de type EPST";"HANTRAYE";"Philippe";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-07";False;"INSERM Délégation Paris 7";"Organismes de type EPST";"HANTRAYE";"Philippe";"Bagnolet Cedex";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-08";False;"INSERM Délégation Paris IDF Sud";"Organismes de type EPST";"HANTRAYE";"Philippe";"Paris Cedex 13";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-09";False;"AP-HP";"Organismes Médicaux (Hôpitaux)";"HANTRAYE";"Philippe";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0011";2011;"NeurATRIS";"ANR-11-INBS-0011-10";False;"INSERM Délégation Paris IDF Centre-Est";"Organismes de type EPST";"HANTRAYE";"Philippe";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0010";2011;"METABOHUB";"ANR-11-INBS-0010-03";False;"CNRS Bretagne Pays de Loire (Rennes)";"Organismes de type EPST";"JOURDAN";"Fabien";"Rennes Cedex";"Bretagne";"France"
"ANR-11-INBS-0010";2011;"METABOHUB";"ANR-11-INBS-0010-02";False;"CEA Saclay";"Organismes de Type EPIC";"JOURDAN";"Fabien";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-11-INBS-0010";2011;"METABOHUB";"ANR-11-INBS-0010-01";True;"INRAE Centre Occitanie - Toulouse";"Organismes de type EPST";"JOURDAN";"Fabien";"Castanet Tolosan Cedex";"Occitanie";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-01";True;"INSERM Délégation Paris IDF Sud";"Organismes de type EPST";"BENNACEUR-GRISCELLI";"Annelise";"Paris Cedex 13";"Île-de-France";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-02";False;"INSERM Paris 12";"Organismes de type EPST";"BENNACEUR-GRISCELLI";"Annelise";"Créteil";"Île-de-France";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-03";False;"Centre Européen de Recherche en Biologie et Médecine";"Autres établissements (publics)";"BENNACEUR-GRISCELLI";"Annelise";"Illkirch Graffenstaden";"Grand Est";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-04";False;"INSERM Délégation Auvergne-Rhône-Alpes";"Organismes de type EPST";"BENNACEUR-GRISCELLI";"Annelise";"Bron";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-05";False;"CHU de Montpellier";"Organismes Médicaux (Hôpitaux)";"BENNACEUR-GRISCELLI";"Annelise";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-06";False;"INSERM Délégation Paris IDF Centre-Est";"Organismes de type EPST";"BENNACEUR-GRISCELLI";"Annelise";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-07";False;"Université Paris-Saclay";"Universités, INSA et INP";"BENNACEUR-GRISCELLI";"Annelise";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-11-INBS-0009";2011;"INGESTEM";"ANR-11-INBS-0009-08";False;"Université d'Evry-Val-d'Essonne";"Universités, INSA et INP";"BENNACEUR-GRISCELLI";"Annelise";"Evry";"Île-de-France";"France"
"ANR-11-INBS-0008";2011;"IDMIT";"ANR-11-INBS-0008-06";False;"Oncodesign";"Entreprises Privées";"LE GRAND";"Roger";"Dijon";"Bourgogne-Franche-Comté";"France"
"ANR-11-INBS-0008";2011;"IDMIT";"ANR-11-INBS-0008-05";False;"ANRS";"Autres établissements (publics)";"LE GRAND";"Roger";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0008";2011;"IDMIT";"ANR-11-INBS-0008-04";False;"INSERM Délégation Paris IDF Centre-Nord";"Organismes de type EPST";"LE GRAND";"Roger";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0008";2011;"IDMIT";"ANR-11-INBS-0008-03";False;"Université Paris-Saclay";"Universités, INSA et INP";"LE GRAND";"Roger";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-11-INBS-0008";2011;"IDMIT";"ANR-11-INBS-0008-02";False;"Institut Pasteur";"Fondations";"LE GRAND";"Roger";"Paris Cedex 15";"Île-de-France";"France"
"ANR-11-INBS-0008";2011;"IDMIT";"ANR-11-INBS-0008-01";True;"CEA Fontenay-aux-Roses";"Organismes de Type EPIC";"LE GRAND";"Roger";"Fontenay Aux Roses";"Île-de-France";"France"
"ANR-11-INBS-0007";2011;"FrHA";"ANR-11-INBS-0007-03";False;"Association Archade";"Associations";"BALOSSO";"Jacques";"Caen";"Normandie";"France"
"ANR-11-INBS-0007";2011;"FrHA";"ANR-11-INBS-0007-05";False;"Centre Antoine Lacassagne";"Etablissements de santé";"BALOSSO";"Jacques";"Nice";"Provence-Alpes-Côte d'Azur";"France"
"ANR-11-INBS-0007";2011;"FrHA";"ANR-11-INBS-0007-04";False;"Institut Curie";"Fondations";"BALOSSO";"Jacques";"Paris Cedex 8";"Île-de-France";"France"
"ANR-11-INBS-0007";2011;"FrHA";"ANR-11-INBS-0007-01";True;"CNRS Normandie (Caen)";"Organismes de type EPST";"BALOSSO";"Jacques";"Caen";"Normandie";"France"
"ANR-11-INBS-0007";2011;"FrHA";"ANR-11-INBS-0007-06";False;"Institut Claudius Regaud";"Etablissements de santé";"BALOSSO";"Jacques";"Toulouse";"Occitanie";"France"
"ANR-11-INBS-0007";2011;"FrHA";"ANR-11-INBS-0007-07";False;"Institut de Radioprotection et de Sûreté Nucléaire";"Organismes de Type EPIC";"BALOSSO";"Jacques";"Fontenay-Aux-Roses";"Île-de-France";"France"
"ANR-11-INBS-0007";2011;"FrHA";"ANR-11-INBS-0007-02";False;"GCS Centre Etoile";"Autres établissements (publics)";"BALOSSO";"Jacques";"Lyon";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-20";False;"Université de Lorraine";"Universités, INSA et INP";"LEBON";"Vincent";"Nancy";"Grand Est";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-19";False;"Université de Strasbourg";"Universités, INSA et INP";"LEBON";"Vincent";"Strasbourg Cedex";"Grand Est";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-17";False;"Université de Rennes I";"Universités, INSA et INP";"LEBON";"Vincent";"Rennes Cedex";"Bretagne";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-21";False;"Université de Toulouse III (Paul Sabatier)";"Universités, INSA et INP";"LEBON";"Vincent";"Toulouse Cedex 04";"Occitanie";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-22";False;"Université de Montpellier";"Universités, INSA et INP";"LEBON";"Vincent";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-18";False;"Nantes Université";"Universités, INSA et INP";"LEBON";"Vincent";"Nantes Cedex 01";"Pays de la Loire";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-16";False;"Université Paris-Saclay";"Universités, INSA et INP";"LEBON";"Vincent";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-15";False;"INSERM Délégation Paris IDF Centre-Nord";"Organismes de type EPST";"LEBON";"Vincent";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-08";False;"INRIA siège";"Organismes de type EPST";"LEBON";"Vincent";"Le Chesnay CEDEX";"Île-de-France";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-02";False;"INSERM Délégation Paris 7";"Organismes de type EPST";"LEBON";"Vincent";"Bagnolet Cedex";"Île-de-France";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-04";False;"Université de Bordeaux Segalen";"Universités, INSA et INP";"LEBON";"Vincent";"Bordeaux";"Nouvelle Aquitaine";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-05";False;"Université de Grenoble I (Joseph Fourier)";"Universités, INSA et INP";"LEBON";"Vincent";"Grenoble Cedex 1";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-06";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"LEBON";"Vincent";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-07";False;"Université d'Aix-Marseille";"Universités, INSA et INP";"LEBON";"Vincent";"Marseille";"Provence-Alpes-Côte d'Azur";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-01";True;"CEA Saclay";"Organismes de Type EPIC";"LEBON";"Vincent";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-09";False;"INSERM Délégation Grand Ouest";"Organismes de type EPST";"LEBON";"Vincent";"Nantes";"Pays de la Loire";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-11";False;"Université de Bordeaux";"Universités, INSA et INP";"LEBON";"Vincent";"Talence";"Nouvelle Aquitaine";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-12";False;"Université Grenoble Alpes";"Universités, INSA et INP";"LEBON";"Vincent";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-13";False;"INRIA Rennes - Bretagne Atlantique";"Organismes de type EPST";"LEBON";"Vincent";"Rennes Cedex";"Bretagne";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-14";False;"Université Paris Cité";"Universités, INSA et INP";"LEBON";"Vincent";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0006";2011;"FLI";"ANR-11-INBS-0006-10";False;"CNRS Alsace (Strasbourg)";"Organismes de type EPST";"LEBON";"Vincent";"Strasbourg";"Grand Est";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-05";False;"Etablissement Français du Sang de Saint Denis";"EPA, GIP, organismes avec autre statut";"JORGENSEN";"Christian";"Saint DEnis";"Île-de-France";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-01";False;"COMUE languedoc Roussillon Universités";"Universités, INSA et INP";"JORGENSEN";"Christian";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-02";False;"CNRS délégation Occitanie Ouest";"Organismes de type EPST";"JORGENSEN";"Christian";"Toulouse";"Occitanie";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-03";False;"CHU de Grenoble";"Organismes Médicaux (Hôpitaux)";"JORGENSEN";"Christian";"Grenoble Cedex 9";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-04";False;"Direction Centrale Service de Santé des Armées";"Ministères";"JORGENSEN";"Christian";"Clamart";"Île-de-France";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-07";False;"CHU de Montpellier";"Organismes Médicaux (Hôpitaux)";"JORGENSEN";"Christian";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-06";True;"Université de Montpellier";"Universités, INSA et INP";"JORGENSEN";"Christian";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-08";False;"CHU de Rennes";"Organismes Médicaux (Hôpitaux)";"JORGENSEN";"Christian";"Rennes";"Bretagne";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-09";False;"INSERM Délégation Régionale Paris 11";"Organismes de type EPST";"JORGENSEN";"Christian";"Le Kremlin Bicêtre";"Île-de-France";"France"
"ANR-11-INBS-0005";2011;"ECELLFRANCE";"ANR-11-INBS-0005-10";False;"Université de Toulouse III (Paul Sabatier)";"Universités, INSA et INP";"JORGENSEN";"Christian";"Toulouse Cedex 04";"Occitanie";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-06";False;"Université de Dijon Bourgogne";"Universités, INSA et INP";"DUSOULIER";"François";"Dijon";"Bourgogne-Franche-Comté";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-01";True;"Museum National D'Histoire Naturelle";"ENS et grands établissements";"DUSOULIER";"François";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-02";False;"Université de Montpellier II";"Universités, INSA et INP";"DUSOULIER";"François";"Montpellier Cedex";"Occitanie";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-03";False;"COMUE Université de Clermont";"COMUE Pôle de recherche et d'Enseignement supérieur";"DUSOULIER";"François";"Clermont Ferrand";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-04";False;"IRD Marseille";"Organismes de type EPST";"DUSOULIER";"François";"Marseille Cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-10";False;"INRAE Centre Antilles-Guyane";"Organismes de type EPST";"DUSOULIER";"François";"Petit Bourg";"DOM/TOM";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-07";False;"Conservatoire National des Arts et Métiers Paris";"Autres établissements (publics)";"DUSOULIER";"François";"Paris Cedex 03";"Île-de-France";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-09";False;"Tela Botanica";"Associations";"DUSOULIER";"François";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-11";False;"Université de Montpellier";"Universités, INSA et INP";"DUSOULIER";"François";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0004";2011;"E-RECOLNAT";"ANR-11-INBS-0004-08";False;"Agoralogie";"Entreprises Privées";"DUSOULIER";"François";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-06";False;"VetAgro Sup";"Grandes écoles publiques";"TIXIER-BOICHARD";"Michèle";"Marcy L'Etoile";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-01";True;"INRAE Centre Ile-de-France - Jouy-en-Josas - Antony";"Organismes de type EPST";"TIXIER-BOICHARD";"Michèle";"Jouy En Josas Cedex";"Île-de-France";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-03";False;"INRAE Centre Bretagne-Normandie";"Organismes de type EPST";"TIXIER-BOICHARD";"Michèle";"Le Rheu Cedex";"Bretagne";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-04";False;"CNRS Bretagne Pays de Loire (Rennes)";"Organismes de type EPST";"TIXIER-BOICHARD";"Michèle";"Rennes Cedex";"Bretagne";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-02";False;"INRAE Tours";"Organismes de type EPST";"TIXIER-BOICHARD";"Michèle";"Nouzilly";"Centre-Val de Loire";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-07";False;"Labogena";"Entreprises Privées";"TIXIER-BOICHARD";"Michèle";"Jouy En Josas";"Île-de-France";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-08";False;"Antagene";"Entreprises Privées";"TIXIER-BOICHARD";"Michèle";"La Tour De Salvagny";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0003";2011;"CRB-Anim";"ANR-11-INBS-0003-09";False;"Fondation pour la Recherche sur la Biodiversité";"Fondations";"TIXIER-BOICHARD";"Michèle";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0002";2011;"CONSTANCES";"ANR-11-INBS-0002-05";True;"Université Paris-Saclay";"Universités, INSA et INP";"ZINS";"Marie";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-11-INBS-0002";2011;"CONSTANCES";"ANR-11-INBS-0002-04";False;"Université Paris Cité";"Universités, INSA et INP";"ZINS";"Marie";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0002";2011;"CONSTANCES";"ANR-11-INBS-0002-03";False;"Université de Paris V (Descartes)";"Universités, INSA et INP";"ZINS";"Marie";"Paris Cedex 06";"Île-de-France";"France"
"ANR-11-INBS-0002";2011;"CONSTANCES";"ANR-11-INBS-0002-02";False;"INSERM Délégation Paris IDF Sud";"Organismes de type EPST";"ZINS";"Marie";"Paris Cedex 13";"Île-de-France";"France"
"ANR-11-INBS-0002";2011;"CONSTANCES";"ANR-11-INBS-0002-01";False;"Université de Versailles Saint Quentin en Yvelines";"Universités, INSA et INP";"ZINS";"Marie";"Versailles Cedex";"Île-de-France";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-08";False;"INRAE Centre Bourgogne-Franche-Comté";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Dijon";"Bourgogne-Franche-Comté";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-01";True;"CNRS délégation Occitanie Ouest";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Toulouse";"Occitanie";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-02";False;"CNRS délégation Occitanie Est";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Montpellier Cedex";"Occitanie";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-04";False;"Université de Grenoble I (Joseph Fourier)";"Universités, INSA et INP";"LE GALLIARD";"Jean-François";"Grenoble Cedex 1";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-05";False;"CNRS Siège";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-07";False;"INRAE Centre Grand Est - Nancy";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Champenoux";"Grand Est";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-03";False;"CNRS délégation Paris-Centre";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Paris";"Île-de-France";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-10";False;"INRAE Orléans";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Ardon";"Centre-Val de Loire";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-13";False;"CIRAD - Montpellier";"Organismes de Type EPIC";"LE GALLIARD";"Jean-François";"Montpellier";"Occitanie";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-14";False;"Université de Rennes I";"Universités, INSA et INP";"LE GALLIARD";"Jean-François";"Rennes Cedex";"Bretagne";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-06";False;"INRAE Centre Bretagne-Normandie";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Le Rheu Cedex";"Bretagne";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-12";False;"Université Grenoble Alpes";"Universités, INSA et INP";"LE GALLIARD";"Jean-François";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-11-INBS-0001";2011;"ANAEE-FR";"ANR-11-INBS-0001-11";False;"INRAE Centre PACA";"Organismes de type EPST";"LE GALLIARD";"Jean-François";"Avignon CEDEX 9";"Provence-Alpes-Côte d'Azur";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-09";False;"Ecole Nationale des Ponts et Chaussées";"ENS et grands établissements";"BOYER";"Anne";"Marne La Vallée";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-01";True;"Fondation Unit";"Fondations";"BOYER";"Anne";"Compiegne";"Hauts de France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-02";False;"Télécom Lille 1";"Grandes écoles publiques";"BOYER";"Anne";"Villeneuve- D'Ascq";"Hauts de France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-03";False;"Groupe des Ecoles de Mines";"Autres écoles (privées)";"BOYER";"Anne";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-04";False;"Université de Lorraine";"Universités, INSA et INP";"BOYER";"Anne";"Nancy";"Grand Est";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-05";False;"Université Polytechnique Hauts-de-France";"Universités, INSA et INP";"BOYER";"Anne";"Valenciennes Cedex 9";"Hauts de France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-06";False;"Conservatoire National des Arts et Métiers Paris";"Autres établissements (publics)";"BOYER";"Anne";"Paris Cedex 03";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-08";False;"Ecole Nationale des Techniciens de l'Equipement";"Ministères";"BOYER";"Anne";"Aix-En-Provence";"Provence-Alpes-Côte d'Azur";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-07";False;"Ecole Nationale des Sciences Géographiques";"Grandes écoles publiques";"BOYER";"Anne";"Champs Sur Marne";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-10";False;"INRIA siège";"Organismes de type EPST";"BOYER";"Anne";"Le Chesnay CEDEX";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-11";False;"Geoconcept";"Entreprises Privées";"BOYER";"Anne";"Bagneux";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-12";False;"Aldebaran Robotics";"Entreprises Privées";"BOYER";"Anne";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-13";False;"Association des Directeurs d'IUT";"Associations";"BOYER";"Anne";"Cachan";"Île-de-France";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-14";False;"Centre Régional Informatique et d'Applications Numériques de Normandie";"Associations";"BOYER";"Anne";"Saint Etienne Du Rouvray";"Normandie";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-15";False;"Ecole Nationale Aviation Civile Toulouse";"Grandes écoles publiques";"BOYER";"Anne";"Toulouse";"Occitanie";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-16";False;"Institut National de l'Energie Solaire (INES)";"Associations";"BOYER";"Anne";"Le Bourget-Du-Lac";"Auvergne-Rhône-Alpes";"France"
"ANR-11-IDFI-0037";2011;"UTOP";"ANR-11-IDFI-0037-17";False;"INRIA_Centre Saclay Ile-de-France";"Organismes de type EPST";"BOYER";"Anne";"Palaiseau";"Île-de-France";"France"
"ANR-11-IDFI-0036";2011;"UM3D";"ANR-11-IDFI-0036-04";False;"Université de Montpellier";"Universités, INSA et INP";"FRAISSE";"Anne";"Montpellier";"Occitanie";"France"
"ANR-11-IDFI-0036";2011;"UM3D";"ANR-11-IDFI-0036-03";False;"Université de Nîmes";"Universités, INSA et INP";"FRAISSE";"Anne";"Nîmes";"Occitanie";"France"
"ANR-11-IDFI-0036";2011;"UM3D";"ANR-11-IDFI-0036-02";False;"Université de Montpellier II";"Universités, INSA et INP";"FRAISSE";"Anne";"Montpellier Cedex";"Occitanie";"France"
"ANR-11-IDFI-0036";2011;"UM3D";"ANR-11-IDFI-0036-01";True;"Université de Montpellier III (Paul Valery)";"Universités, INSA et INP";"FRAISSE";"Anne";"Montpellier Cedex 5";"Occitanie";"France"
"ANR-11-IDFI-0035";2011;"TalentCampus";"ANR-11-IDFI-0035-03";False;"Université de Franche Comté";"Universités, INSA et INP";"ANCET";"Pierre";"Besancon";"Bourgogne-Franche-Comté";"France"
"ANR-11-IDFI-0035";2011;"TalentCampus";"ANR-11-IDFI-0035-01";False;"FCS Bourgogne Franche Comté";"COMUE Pôle de recherche et d'Enseignement supérieur";"ANCET";"Pierre";"Dijon Cedex";"Bourgogne-Franche-Comté";"France"
"ANR-11-IDFI-0035";2011;"TalentCampus";"ANR-11-IDFI-0035-02";False;"Université de Dijon Bourgogne";"Universités, INSA et INP";"ANCET";"Pierre";"Dijon";"Bourgogne-Franche-Comté";"France"
"ANR-11-IDFI-0035";2011;"TalentCampus";"ANR-11-IDFI-0035-05";False;"Association Bernard Grégory (ABG-Intelli'agence)";"Associations";"ANCET";"Pierre";"Paris";"Île-de-France";"France"
"ANR-11-IDFI-0035";2011;"TalentCampus";"ANR-11-IDFI-0035-07";True;"Comue Université Bourgogne Franche Comté";"COMUE Pôle de recherche et d'Enseignement supérieur";"ANCET";"Pierre";"Besançon";"Bourgogne-Franche-Comté";"France"
"ANR-11-IDFI-0035";2011;"TalentCampus";"ANR-11-IDFI-0035-04";False;"Polytechnicum Bourgogne Franche Comté";"Associations";"ANCET";"Pierre";"Dijon";"Bourgogne-Franche-Comté";"France"
"ANR-11-IDFI-0035";2011;"TalentCampus";"ANR-11-IDFI-0035-06";False;"Groupe ESC Dijon Bourgogne";"Associations";"ANCET";"Pierre";"Dijon";"Bourgogne-Franche-Comté";"France"
