Identifiant	Label	Type	Date de début	Date de fin	Budget total	Budget financé	URL	URL du project	Nombre de participant	Nom de l'appel à projet	Label de l'action	Durée	Lien vers fiche scanR	Date d'export	Contexte de recherche
INCA-2019-42	Stimuler l’énergétique tumorale via la pantéthéinase pour optimiser l’immunothérapie	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-42	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-43	Cibler les fourches de réplication pour promouvoir le rejet des cellules tumorales par le système immunitaire	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-43	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-44	Mécanismes et conséquences des déformations, dommages et réparation du noyau au cours de la migration des cellules immunitaires et cancéreuses	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-44	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-45	Impact d'une mutation "séparation de fonction" de RAD50 sur l'activité du complexe MRE11-RAD50-NBS1 et l'oncogénèse	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-45	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-46	Signalisation oncogénique de la lysine méthyltransférase SMYD3	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-46	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-47	Ciblage thérapeutique de la dimérisation de KRAS dans le traitement de l'adénocarcinome pulmonaire	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-47	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-48	Reconstitution de l'immunité humorale après transplantation de moëlle osseuse	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-48	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-49	Contribution des exosomes à la progression des tumeurs gliales in vivo	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-49	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-50	Réponse des cellules NK contre le myélome multiple	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-50	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-51	Évaluation in vitro de l'immunothérapie de l'ostéosarcome à l'aide de lymphocytes T CAR spécifique du GD2 O-acétylé	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-51	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
