"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"166","Ministry of Communications & IT","Design and development of Personal use respiratory failure","R. Guleria","All India Institute of Medical Sciences","Department of Medicine, Ansari Nagar",2285000,30,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_42"
"167","Ministry of Communications & IT","Design and Development of Syringe Pump and online peristaltic pump for drug delivery","P. Sahni","All India Institute of Hygiene & Public Health","Department of G.I. Surgery & Liver Transplantation, Ansari Nagar",2540000,30,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_43"
"168","Ministry of Communications & IT","3D and quasi 3D Refreshable Tactiole Graphics Display (RTGD) for the visually impaired","A.S. Nair","Centre for Development of Imaging Technology","Chithranjali Hills, Thiruvallom P.O.",4000000,36,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_44"
"169","Ministry of Communications & IT","Development of Radiation Field Analyser (RFA)","S. Dasgupta","Variable Energy Cyclotron Centre","Beam Diagnostics & Computer Control Division, 1/AF, Bidhan Nagar",3750000,12,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_45"
"170","Ministry of Communications & IT","An Integrated Information System for the control of Bacroftian Filarisis in Andhra Pradesh","U.S. Murty","Indian Institute of Chemical Technology","Head of Biology Division, Tarnaka",5000000,36,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_46"
"171","Ministry of Communications & IT","Polymer based Photodetectors and Development of Pixelated Line Sensor Phase-II","K.S. Narayan","Jawaharlal Nehru Centre for Advanced Scientific Research","Jakhur",2753600,24,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_47"
"172","Ministry of Communications & IT","Optical Control of Active and Passive Microwave Devices on Silicon and GaAs Substrates","E. Sharma","Delhi University","Department of Electronic Science",1000000,24,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_48"
"173","Ministry of Communications & IT","Multi-channel source for WDM applications","R. Vijaya","Indian Institute of Technology (B)","Powai",1066000,22,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_49"
"174","Ministry of Communications & IT","LPE growth of GaSb and GalnAsSb for mid-infrared photodetectors","S. Dhar","Calcutta University","Department of Electronic Science",476000,24,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_50"
"175","Ministry of Communications & IT","MOVPE growth of 980nm-emitting inGaAs strained-quantum-well laser structure","A. Bhattacharya","Tata Institute of Fundamental Research"," ",4821000,36,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_51"
"176","Ministry of Communications & IT","Fiber Bragg Grating Sensor for Engineering Measurements","Srimannarayana","National Institute of Technology (Warangal)"," ",1257000,24,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_52"
"177","Ministry of Communications & IT","Development of Photonic Devices based on Single Crystal Fibers","B. Lal","Indian Institute of Technology (K)","Centre for Laser Technology",2004000,36,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_53"
"178","Ministry of Communications & IT","National Centre for Packaging of Photonic Devices","A. Bhatnagar","SAMEER","P.B. No. 8448, Powai",60100000,46,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_54"
"179","Ministry of Communications & IT","Nanoscopic Optical Limiters","T. Pradeep","Indian Institute of Technology (M)"," ",2944000,42,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_55"
"180","Ministry of Communications & IT","Process Optimization for Improvement in Yield Performance & Reliability of 980nm Lasers and Photodetectors","O.P. Daga","Central Electronics Engineering Research Institute"," ",7190000,42,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_56"
"181","Ministry of Communications & IT","Modelling and Fabrication of Long Period Fiber Grating and their Applications in Gain Flattening of EDFA","K. Thyagarajan","Indian Institute of Technology (D)","Department of Physics, Hauz Khas",2437000,30,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_57"
"182","Ministry of Communications & IT","Design & Development of Next Generation multi application Smart Card Operating System & Compliance Test Kit Maintenance & Enhancement of Reference Implementation of SCOSTA","M.J. Zarabi","Semiconductor Complex Limited"," ",7000000,24,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_58"
"183","Ministry of Communications & IT","Under Belly Inspection System","A. Kumar","Indian Institute of Technology (D)","Hauz Khas",16250000,18,"2003-04","MOCIT","Indian Rupees","Months","MOCIT_2003-04_59"
"184","Ministry of Communications & IT","Secure communication scheme using chaotic crytography","V. Prithiviraj","Pondicherry Engineering College"," ",1675000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_1"
"185","Ministry of Communications & IT","Design and development of a security scheme for mobile E-commerce applications","P. Venkataram","Indian Institute of Science"," ",2670000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_2"
"186","Ministry of Communications & IT","Minimalistic object oriented Linux (Mool)","D. Janakiram","Indian Institute of Technology (M)"," ",3960000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_3"
"187","Ministry of Communications & IT","Survivable information system achitecture with intrusion tolerance, containment and recovery in distributed environment","S. Sural","Indian Institute of Technology (Kh)"," ",5500000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_4"
"188","Ministry of Communications & IT","Protocols and security framework for mobile payment system","A. Saxena","Institute for Development & Research in Banking Technology","Castle Hills,Road No 1, Masab Tank",10000000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_5"
"189","Ministry of Communications & IT","Integrated security device for tracking and data acquisition","D.K. Jain","Centre for Development of Advanced Computing","C-56/1, Institutional  Area, Sector-62",4020000,12,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_6"
"190","Ministry of Communications & IT","Development of a software based system for face identification","D. Majumdar","Centre for Development of Advanced Computing","Plot - E 2/1, Block - GP, Sector V, Salt Lake City",11068000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_7"
"191","Ministry of Communications & IT","Optimization of search time for evaluation of ciphers using genetic algorithm (GA) based cryptanalysis","S. Arumugam","Government College of Technology"," ",1845000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_8"
"192","Ministry of Communications & IT","Intrustion detection using soft computing","N. Kumar","Delhi University"," ",1518000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_9"
"193","Ministry of Communications & IT","PKI based wireless security at BEL","S.D. Sudarshan","Bharat Electronics Ltd."," ",5450000,12,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_10"
"194","Ministry of Communications & IT","Design and development of an enterprise wide intrusion detection system","N. Subramanian","Centre for Development of Advanced Computing","No. 68, Electronics City",7370000,18,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_11"
"195","Ministry of Communications & IT","Design and development of an end system security solution for UDP applications","N.S.C. Babu","Centre for Development of Advanced Computing","2nd Floor, Delta Chambers, Ameerpet",7600000,22,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_12"
"196","Ministry of Communications & IT","Design and development of learning system for intrusion tolerant database system","T. Ramesh","National Institute of Technology (Warangal)"," ",3060000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_13"
"197","Ministry of Communications & IT","Analysis of security exposures to propose a secure architecture and development of tools for intrusion detection in Mobile Ad hoc Networks (MAN)","R. Datta","North Eastern Regional Institute of Science & Technology"," ",4148000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_14"
"198","Ministry of Communications & IT","Development of a multimodal biometric system for human identification (one to many scenario)","P. Gupta","Indian Institute of Technology (K)"," ",7010000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_15"
"199","Ministry of Communications & IT","Development of independent component analysis based blind source separation algorithms for audio/image separation","P.K. Kalra","Indian Institute of Technology (K)","Department of Electrical Engineering",4700000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_16"
"200","Ministry of Communications & IT","Design and implementaion of cryptosystems resistant to vulnerabilities and side channel attacks","I. Sengupta","Indian Institute of Technology (Kh)"," ",13800000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_17"
"201","Ministry of Communications & IT","Attack methodology analysis, network attack modeling and survivability simulation","J.S. Bhatia","Centre for Development of Advanced Computing","A-34, Phase VIII, Industrial Area Mohali",12530000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_18"
"202","Ministry of Communications & IT","Development of trust components for secured commercial  grid  services","S.T. Selvi","Anna University","Madras Institute of Technology",4500000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_19"
"203","Ministry of Communications & IT","Investigations and development of nano silver oxide for optical memories","A. Subrahmanyam","Indian Institute of Technology (M)"," ",3120000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_20"
"204","Ministry of Communications & IT","Development of nano crystalline silicon MEMS pressure sensor for vacum and low pressure applications","H. Saha","Jadavpur University"," ",4042500,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_21"
"205","Ministry of Communications & IT","Development of technology for quantum structures and their applications in futuristic silicon based nano electronic devices","A. Kumar","Central Electronics Engineering Research Institute"," ",45201000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_22"
"206","Ministry of Communications & IT","Fabrication of new photo lithography-less vertical Organic Thin Film Transistors (OTFT)","M. Katiyar","Indian Institute of Technology (K)"," ",3758000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_23"
"207","Ministry of Communications & IT","Development of quantum-well infrared photo detectors in wavelength range 8-14 um using Si/SiGe nano technology","S.K. Ray","Indian Institute of Technology (Kh)"," ",9224000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_24"
"208","Ministry of Communications & IT","Investigation of alignment and characterization of carbon non tubes for targetted drug delivery","L.M. Bhardwaj","Central Scientific Instruments Organisation"," ",46100000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_25"
"209","Ministry of Communications & IT","Setting up of IN Registry Network Information Centre (INNIC)","J. Kumar","National Internet Exchange of India","612-A, Chiranjiv Tower, Nehru Place",25000000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_26"
"210","Ministry of Communications & IT","GIS strategy for storm water management in relevant with public health issues of Chennai Corporation Area","S. Vincent","Loyola College"," ",5141000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_27"
"211","Ministry of Communications & IT","Development of RF bug detector","N.K. Sharma","Central Scientific Instruments Organisation","2nd Floor, CSIR Complex, Pusa",6263000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_28"
"212","Ministry of Communications & IT","Performance analysis of virtual space routing using network simulator tool for applications in converged networks","G. Saraph","Indian Institute of Technology (B)"," ",644000,12,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_29"
"213","Ministry of Communications & IT","Development of RF shield for mobile handsets to reduce absorption of EM energy in the human body","S.N. Sinha","Indian Institute of Technology (R )"," ",1500000,18,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_30"
"214","Ministry of Communications & IT","Decision support system for district planning","R.K. Verma","Centre for Development of Advanced Computing","C-56/1, Institutional Area, Sector 62",9490000,18,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_31"
"215","Ministry of Communications & IT","A secure decentralized disaster management network using rapidly deployable wireless networking and mobile computing technologies","S. Bandhyopadhyay","Indian Institute of Management (Koz)","Joka, Diamond Harbour Road",10528000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_32"
"216","Ministry of Communications & IT","Connecting ERNET with European Research Network GEANT-ERNET India, New Delhi","G. Rai","Education & Research Network India","6, CGO Complex, Lodi Road",69250000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_33"
"217","Ministry of Communications & IT","Design and development of browser base open standard interoperable set top box","R.K. Verma","Centre for Development of Advanced Computing","C-56/1, Institutional Area, Sector-62",14600000,18,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_34"
"218","Ministry of Communications & IT","Multi application smart card based payment system","A. Saxena","Institute for Development & Research in Banking Technology"," ",8150000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_35"
"219","Ministry of Communications & IT","Setting up the C-DAC system on IBM processor, jointly at NCMRWF to demonstrate the suibability of the PARAM PADAM for weather and climatic applicaion","S.V. Singh","Centre for Development of Advanced Computing","Ganeshkhind",83000000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_36"
"220","Ministry of Communications & IT","Ayusoft - A Decision support system for Ayurveda","D. Mehta","Centre for Development of Advanced Computing","Ganeshkhind",19100000,36,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_37"
"221","Ministry of Communications & IT","Re design & fabrication of 10 numbers of motor wheel chair in collaboration with manufacturing organisation (Webel Mediatronics Ltd) to carry out extended field trial & transfer of technology for commercial production","D.K. Warrier","Centre for Development of Advanced Computing","Vellayambalam",2800000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_38"
"222","Ministry of Communications & IT","Multi centric trial of integrated software for quantification of autonomic tone","K.K. Deepak","All India Institute of Medical Sciences","Ansari Nagar",2833000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_39"
"223","Ministry of Communications & IT","Technology upgradation of pulse oximeter","S.R. Taneja","Central Scientific Instruments Organisation","Sector 30",2370000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_40"
"224","Ministry of Communications & IT","Technology upgradation of pulse oximeter","S.K. Makin","Semiconductor Complex Ltd.","SCL Phase VIII, S.A.S. Nagar",2370000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_41"
"225","Ministry of Communications & IT","Icon based education and communication system for the people affected with cerebral palsy in Nepali language","S.N. Goswami","Web Mediatronics Ltd.","P-1,Taratala Road",1400000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_42"
"226","Ministry of Communications & IT","Icon based education and communication system for the people affected with cerebral palsy in Nepali langugage","R. Verma","Centre for Research & Training in Informatics"," ",1400000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_43"
"227","Ministry of Communications & IT","Design and development of EDFA module","K. Thyagarajan","Indian Institute of Technology (D)"," ",3811000,26,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_44"
"228","Ministry of Communications & IT","Design and development of VBG (Volume Bragg Grating) for optical communication","A. Kumar","Centre for Development of Imaging Technology","Thiruvallam",4990000,24,"2004-05","MOCIT","Indian Rupees","Months","MOCIT_2004-05_45"
"229","Ministry of Communications & IT","Software of Schwartz  Distribution","O.P. Mishra","Delhi College of Engineering","Bawana Road",3488360,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_1"
"230","Ministry of Communications & IT","Virtual Observatory India, The Next Generation (VOI-TNG)","A. Kembhavi","Inter University Centre for Astronomy & Astrophysics","Ganeshkind",15200000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_2"
"231","Ministry of Communications & IT","Development of a Webenabled protein structure prediction software","B. Jayaram","Indian Institute of Technology (D)","Department of Chemistry, Hauz Khas",7878000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_3"
"232","Ministry of Communications & IT","Novel Alogorithms for Sequence Alignment of Proteins & RNAS","N. Behra","Institute of Bioinformatics & Applied Biotechnology"," ",1496560,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_4"
"233","Ministry of Communications & IT","Development of RFID Technology & Setting up of Prepatory Framework of EPC Global accredited Auto Lab. In India","R. Mona","Centre for Development of Advanced Computing"," ",5900000,12,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_5"
"234","Ministry of Communications & IT","C-G Rex: An open source Bioinformatics - Visulization tools","A.S. Nair","Kerala University","Centre for Bioinformatics, Karyavattom Campus",720000,12,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_6"
"235","Ministry of Communications & IT","Developing a software to predict expression protein of Genes specific to Male reproductory systems","K.K. Acharya","Institute of Bioinformatics & Applied Biotechnology","G-05, Tech Park Mall, ITPB, Whitefield Road",2023900,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_7"
"236","Ministry of Communications & IT","Indian Botanical gardens Network, developing web base software tools for digitization & indetification of RET,spices & Varidities","S. Kumar","National Botanical Research Institute","Bioinformatic Division, Rana Pratap Marg",12332000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_8"
"237","Ministry of Communications & IT","Bioinformatics approach for identification of hypethetical ORF in Botanical genoms & Hydrozen products pathways","G.R. Kumar","Anna University","AU-KBC Research Centre, Chromepet",1069000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_9"
"238","Ministry of Communications & IT","Development of software tool to identify ligard binding site of a given 3D structure of a protein","B.C. Sarkhel","Jawaharlal Nehru Krishi Vishwavidyalaya","Department of Biotechnology, Krishi Nagar",1207000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_10"
"239","Ministry of Communications & IT","Setting up of National Resource Centre for free & open source S/W (NRCFOSS) - PtI- Human Resources Development","C.N. Krishnan","AU-KBC Research Centre","MIT Campus, Chromepet",24725000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_11"
"240","Ministry of Communications & IT","Setting up of National Resource Centre for free & open source S/W (NRCFOSS)  - Pt II - Product Development","M.R. Rajagopalan","Centre for Development of Advanced Computing","Block 2, Keshava Puram",25000000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_12"
"241","Ministry of Communications & IT","Development of Index guided Photonic Crystal Fibers for special applicaions","S.K. Bhadra","Central Glass & Ceramic Research Institute"," ",5250000,18,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_13"
"242","Ministry of Communications & IT","LPWG based Integrated Optic Wideband Tunable Notch Filter using Silica-on-Silicon","S. Pal","Central Electronics Engineering Research Institute"," ",3744000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_14"
"243","Ministry of Communications & IT","Doped Polymer Materials for NLO Applications","G. Umesh","National Institute of Technology (Karnataka)"," ",1439000,18,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_15"
"244","Ministry of Communications & IT","Development of Ultra Wide Band Transciver with Antenna","A.T. Kalghatgi","Bharat Electronics Ltd.","Central Research Laboratory, Jalahalli P.O.",13663000,18,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_16"
"245","Ministry of Communications & IT","Development of Telemedicine in Tripura","J.N. Maiti","Webel Electronics Communication Systems","Plot No 53, Block -DN, Sector-V, Salt Lake City",33800000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_17"
"246","Ministry of Communications & IT","Customized development & implementation of Telemedicine Application for Rural & Remote areas of HP","J.S. Bhatia","Centre for Development of Advanced Computing","P.B. No 10, A-34, Industrial Area Phase - VIII, SAS Nagar",45137000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_18"
"247","Ministry of Communications & IT","A computational analysis of speech impairments in children & development of subsequent therapy","N.C. Singh","National Brain Research Centre","Near NSG Campus, Nainwal Mode",2667000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_19"
"248","Ministry of Communications & IT","The establishment of facility for batch fabrication of Linear Accelerator (LINAC) tube & Linear Accelerator machine","S. Pethe","Society for Applied Microwave Electronics Engineering & Research (SAMEER)","IIT Campus, Hill Side, Pawai",248800000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_20"
"249","Ministry of Communications & IT","Genetic development of nanometrology for nanotechnology","V.N. Ojha","National Physical Laboratory","Dr K.S. Krishnan Road",113080000,48,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_21"
"250","Ministry of Communications & IT","Nanoelectronics Centres","J. Vasi","Indian Institute of Technology (B)","Department of Electrical Engineering, Powai",499000000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_22"
"251","Ministry of Communications & IT","Nanoelectronics Centres","S. Mohan","Indian Institute of Science","Department of Instrumentation",499000000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_23"
"252","Ministry of Communications & IT","Centre for Providing E& IT Patent Visualization Alter Services","R. Radhakrishnan","Anna University","Centre for IPR's & Trademarks",15180000,36,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_24"
"253","Ministry of Communications & IT","Development of S/W Protection Tools","B.S. Sohi","Panjab University"," ",1400000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_25"
"254","Ministry of Communications & IT","Development of IPR Management, Training & Facilitation Information System Techworks","S. Abrol","Consultancy Development Centre","2nd  Floor, Core IV B, India Habitat Centre, Lodi Road",2798000,18,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_26"
"255","Ministry of Communications & IT","National Roll-out Plan - Indian Language Technology","S. Ramakrishnan","Centre for Development of Advanced Computing","Pune University Campus, Ganesh Khind",150000000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_27"
"256","Ministry of Communications & IT","Specialized Manpower Development in Language Technology - PG Diploma in Language Technology","S. Dutta","Birla Institute of Technology","Dean Admissions, Department of Computer Science & Engineering,  Mesra",6300000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_28"
"257","Ministry of Communications & IT","Specialized Manpower Development in Language Technology - PG Diploma in Language Technology","A.B. Saha","Centre for Development of Advanced Computing","(Erstwhile ER&DCI) Plot No - E-2/1, Block -GP, Sector V, Salt Lake Electronics Complex",6300000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_29"
"258","Ministry of Communications & IT","Specialized Manpower Development in Language Technology - PG Diploma in Language Technology","K.G. Sulochana","Centre for Development of Advanced Computing","(Erstwhile ER&DCI), P.B. No 6520, Vellayambalam",6300000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_30"
"259","Ministry of Communications & IT","Specialized Manpower Development in Language Technology - Masters Programme in Computational Linguisties","V.N. Shukla","Centre for Development of Advanced Computing","Department of Language Technology, C - 56/1, Anusandhan Bhavan, Institutional Area, Sector - 62",13300000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_31"
"260","Ministry of Communications & IT","Specialized Manpower Development in Language Technology - Masters Programme in Knowledge Engineering","S. Mohanty","Utkal University","Department of Computer Science",13300000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_32"
"261","Ministry of Communications & IT","Specialized Manpower Development in Language Technology - Masters Programme in Computational Linguisties","D.M. Sharma","International Institute of Information Technology","Gachibowli",13300000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_33"
"262","Ministry of Communications & IT","Specialized Manpower Development in Language Technology - Masters Programme in Knowledge Engineering","T.V. Geetha","Anna University","Department of Computer Engineering",13300000,60,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_34"
"263","Ministry of Communications & IT","Web Internationalisation for Indian Language","V.N. Shukla","Centre for Development of Advanced Computing","Department of Language Technology, C - 56/1, Anusandhan Bhavan, Institutional Area, Sector - 62",2400000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_35"
"264","Ministry of Communications & IT","Web internationalisation for Indian Language","A.K. Saha","Centre for Development of Advanced Computing","(Erstwhile ER&DCI) Plot No - E-2/1, Block -GP, Sector V, Salt Lake Electronics Complex",2400000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_36"
"265","Ministry of Communications & IT","Web Internationalisation for Indian Language","R.T. Joseph","Centre for Development of Advanced Computing","Erstwhile ER&DCI, P.B. No 6520, Vellayambalam",2400000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_37"
"266","Ministry of Communications & IT","Web Internationalisation for Indian Language","M.D. Kulkarni","Centre for Development of Advanced Computing","Pune University Campus, Ganesh Khind",2400000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_38"
"267","Ministry of Communications & IT","Web Internationalisation for Indian Language","V. Mehta","Manufacturers' Association for Information Technology (MAIT)","4th Floor, PHD House, Opp. Asian Games Village",2400000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_39"
"268","Ministry of Communications & IT","Wi-Max Test Bed - IIT, Delhi","B.N. Jain","Indian Institute of Technology (D)","Hauz Khas",6174000,30,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_40"
"269","Ministry of Communications & IT","Propagation conditions in Amateur Radio Communities for coastal area, NIAR, Hyderabad","S. Suri","National Institute of Amateur Radio","Raj Bhawan Road, Somajiguda",4200000,15,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_41"
"270","Ministry of Communications & IT","Design & Development of Wireless Sensor Network, IIT, Bombay","U.B. Desai","Indian Institute of Technology (B)","Department of Electrical Engineering, Powai",7980000,24,"2005-06","MOCIT","Indian Rupees","Months","MOCIT_2005-06_42"
"271","Ministry of Communications & IT","A database of Type III Polyketide Synthase Protein Structures with specific catalytic functions utilizing structural Bioinformatic Methods","E.V. Soniya","Rajiv Gandhi Centre for Biotechnology"," ",1637000,36,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_1"
"272","Ministry of Communications & IT","An agent run - time environment for Biological Simulations","E. Jacob","National Institute for Interdisciplinary Science & Technology"," ",1971000,36,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_2"
"273","Ministry of Communications & IT","Bioinformatics approach for identification of Hypothetical ORF in Bacterial Genome & Hydrogen production pathways","G.R. Kumar","AU-KBC Research Centre"," ",1069000,24,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_3"
"274","Ministry of Communications & IT","Bioinformatics Resource & Application Facility at C-DAC, Pune","R. Joshi","Centre for Development of Advanced Computing"," ",47367000,36,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_4"
"275","Ministry of Communications & IT","Centre for Excellence for Bioinformatics Research & Training","I. Ghosh","Pune University"," ",369000,60,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_5"
"276","Ministry of Communications & IT","Centre of Excellence for Research & Training in the field of Bioinformatics","P.P. Mathur","Pondicherry University","Bioinformatics Centre",369000,60,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_6"
"277","Ministry of Communications & IT","CGR Ex: An Open Source Bio Sequence Visualization tool based on Chows Game Theory","A.S. Nair","Kerala University","Centre for Bioinformatics",720000,12,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_7"
"278","Ministry of Communications & IT","Comparative analysis of microbial community of Cherrapunjee (Degraded land) & Mawsynram sacred grove of Meghalaya - A pilot study to generate microbial database matching landscape ecology","S.R. Joshi","North-Eastern Hill University","Dept. of Biotechnology & Bioinformatics",500000,36,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_8"
"279","Ministry of Communications & IT","Developing a software to predict expression pattern of genes specific to male reproductory system from the human & other Mammalian Genomes","K. Acharya","Institute of Bioinformatics & Applied Biotechnology"," ",2022900,24,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_9"
"280","Ministry of Communications & IT","Developing Web based tools for digitization & identification of RET Species varieties","S. Kumar","National Botanical Research Institute","Bioinformatics Division",12332000,36,"2006-07","MOCIT","Indian Rupees","Months","MOCIT_2006-07_10"
