"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"483","Department of Secondary and Higher Education","Development of low voltage high current power supply","N. Vishwanathan","National Institute of Technology (Warangal)"," ",1200000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_127"
"484","Department of Secondary and Higher Education","Advanced fiber optic sensor system for multiparameter sensing","K. Srimannarayana","National Institute of Technology (Warangal)"," ",1200000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_128"
"485","Department of Secondary and Higher Education","Development of responsive intelligent manufacturing systems","C.S.P. Rao","National Institute of Technology (Warangal)"," ",2000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_129"
"486","Department of Secondary and Higher Education","Surface modification of Ti alloys used for biomedical implants","G.V.S.N. Rao","National Institute of Technology (Warangal)"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_130"
"487","Department of Secondary and Higher Education","Water management as a tool for control of climate change impacts on society and vice versa","A. Bharat","Maulana Azad National Institute of Technology"," ",700000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_131"
"488","Department of Secondary and Higher Education","Development of DSP controlled multilevel inverter","S.K. Jain","Maulana Azad National Institute of Technology"," ",1500000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_132"
"489","Department of Secondary and Higher Education","Study on timber seasoning by Solar Energy","M. Paswan","National Institute of Technology (Jamshedpur)"," ",1200000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_133"
"490","Department of Secondary and Higher Education","GA-ANN based FDTD code for design of wireless sensor for breast cancer detection","S.S. Pattnaik","National Institute of Technical Teachers' Training & Research"," ",1700000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_134"
"491","Department of Secondary and Higher Education","Agriculture waste management and composting for organic farming","J.S. Saini","National Institute of Technical Teachers' Training & Research"," ",1500000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_135"
"492","Department of Secondary and Higher Education","Data mining for financial data analysis","R. Sahu","Indian Institute of Information Technology & Management"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_136"
"493","Department of Secondary and Higher Education","Construction of genetic networks from microarray data","C. Bhattacharyya","Indian Institute of Science"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_137"
"494","Department of Secondary and Higher Education","Development of facilities for modeling, simulation, implementation and evaluation of digital power system protection schemes","U.J. Shenoy","Indian Institute of Science"," ",1800000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_138"
"495","Department of Secondary and Higher Education","Development of fibre-optic based sensors for flow diagnostics","B. Vasudevan","Indian Institute of Science"," ",900000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_139"
"496","Department of Secondary and Higher Education","Coexistence mechanism for wireless networks","H.S. Jamadagni","Indian Institute of Science"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_140"
"497","Department of Secondary and Higher Education","Crashworthiness and occupant safety design of railway vehicles","A. Deb","Indian Institute of Science"," ",2000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_141"
"498","Department of Secondary and Higher Education","Evolving 4-N additive cellular automata with GA for VLSI applications","G.P. Biswas","Indian School of Mines"," ",1200000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_142"
"499","Department of Secondary and Higher Education","Capacity building for the informal sector in municipal solid waste management","S.D. Joardar","School of Planning & Architecture"," ",500000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_143"
"500","Department of Secondary and Higher Education","Neural modeling of transducers","A.P. Singh","Sant Longowal Institute of Engineering & Technology"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_144"
"501","Department of Secondary and Higher Education","Studies on the molecular basis of fungal diversity associated with Aquilaria agallocha, a medicinally important tree species","K. Shrivastava","North Eastern Regional Institute of Science & Technology"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_145"
"502","Department of Secondary and Higher Education","System identification using wavelet transform","P. Sarkar","North Eastern Regional Institute of Science & Technology"," ",950000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_146"
"503","Department of Secondary and Higher Education","Design, development and control of permanent Magnet Brushlesh DC motor","A.K. Singh","North Eastern Regional Institute of Science & Technology"," ",400000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_147"
"504","Department of Secondary and Higher Education","Rainwater harvesting and its management techniques: A micro study of apatani plateau of Arunachal Pradesh","B.D. Nayak","North Eastern Regional Institute of Science & Technology"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_148"
"505","Department of Secondary and Higher Education","Environmental assessment of traditional agricultural waste management practices in Arunachal Pradesh","A. Arunachalam","North Eastern Regional Institute of Science & Technology"," ",1600000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_149"
"506","Department of Secondary and Higher Education","Synthesis, characterization and evaluation of rare-earth based oxygen ionconducting ceramics for Solid Oxide Fuel Cells (SOFCs) applications","A. Pandey","North Eastern Regional Institute of Science & Technology"," ",1500000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_150"
"507","Department of Secondary and Higher Education","Geo-environmental appraissal of Almora for hazard assessment as a basis for planning for future urbanization","Pushplata","Indian Institute of Technology (R )"," ",800000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_151"
"508","Department of Secondary and Higher Education","Molecular analysis of biosurfactant produced using cost-effective renewable feed stocks","V. Pruthi","Indian Institute of Technology (R )"," ",1800000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_152"
"509","Department of Secondary and Higher Education","Synthesis and characterization of some complexes as MRI (Magnetic Resonance Imaging) contrast agents","U.P. Singh","Indian Institute of Technology (R )"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_153"
"510","Department of Secondary and Higher Education","Adsorptive treatment of recalcitrant and refractory pollutants from waste water","I.D. Mall","Indian Institute of Technology (R )"," ",2400000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_154"
"511","Department of Secondary and Higher Education","Biodeinking of indigenous recycled papers","M.C. Bansal","Indian Institute of Technology (R )"," ",1800000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_155"
"512","Department of Secondary and Higher Education","Development of high heat flux tubes for juice and milk processing","V.K. Agarwal","Indian Institute of Technology (R )"," ",600000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_156"
"513","Department of Secondary and Higher Education","Development of chemical sensors for determination of industrially important metals","A.K. Singh","Indian Institute of Technology (R )"," ",1400000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_157"
"514","Department of Secondary and Higher Education","Removal of arsenic compounds from industrial effluents using bioactive Granulated Activated Carbon (GAC) reactor","C. Balomajumder","Indian Institute of Technology (R )"," ",900000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_158"
"515","Department of Secondary and Higher Education","Ductility of high strength concrete columns : Role of steel fibers","P. Bhargava","Indian Institute of Technology (R )"," ",1200000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_159"
"516","Department of Secondary and Higher Education","Ferro Febro Crete composite material for highway construction","M. Parida","Indian Institute of Technology (R )"," ",1400000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_160"
"517","Department of Secondary and Higher Education","Flow characteristics of trench weir for hydropower intake","Z. Ahmad","Indian Institute of Technology (R )"," ",1400000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_161"
"518","Department of Secondary and Higher Education","Investigations for design guidelines for wind load consideration for construction of hilly terrain","A. Gairola","Indian Institute of Technology (R )"," ",2000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_162"
"519","Department of Secondary and Higher Education","Diagnostic seismicity and identification of potential seismic sources for prediction of earthquake hazard in peninsular India","D. Shankar","Indian Institute of Technology (R )"," ",2000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_163"
"520","Department of Secondary and Higher Education","Water security for hilly regions of north east through rainwater harvesting","D. Khare","Indian Institute of Technology (R )"," ",2100000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_164"
"521","Department of Secondary and Higher Education","Radar approach to predict soil erosion for disaster management","D. Singh","Indian Institute of Technology (R )"," ",1500000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_165"
"522","Department of Secondary and Higher Education","Design and development of a controller for balanced operation of 3 phase induction machine from single phase supply","S.P. Singh","Indian Institute of Technology (R )"," ",1000000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_166"
"523","Department of Secondary and Higher Education","Kinetics of transesterification vegetable oils for the production of biodiesel","M.P. Sharma","Indian Institute of Technology (R )"," ",1200000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_167"
"524","Department of Secondary and Higher Education","Near net shape manufacturing of metal matrix composite through Investment Casting Process","B.K. Mishra","Indian Institute of Technology (R )"," ",1400000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_168"
"525","Department of Secondary and Higher Education","Erosion, wear and hot corrosion studies on Plasma and HVDF spray coated super alloys","S. Prakash","Indian Institute of Technology (R )"," ",1400000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_169"
"526","Department of Secondary and Higher Education","Synthesis and characterization of Nano grained TiAI processed from Ni-P-Graphite coated powders","R.C. Agarwala","Indian Institute of Technology (R )"," ",1200000,42,"2004-05","DOSHE","Indian Rupees","Months","DOSHE_2004-05_170"
