"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"189","Indian Space Research Organisation","Modelling of ground water pollution through RS & GIS - A case study for Cauvery basin from Mettur Reservoir to Erode Town (NRSA)","S.S. Babu","Erode Sengunthar Engineering College","Department of Civil Engineering, Thudapathi",805000,24,"2004-05","ISRO","Indian Rupees","Months","ISRO_2004-05_69"
"190","Indian Space Research Organisation","Wavelet based urban change detection technique for RS data and Database creation using GIS (NRSA)","R.A.A. Raja","Thiagarajar College of Engineering","Department of RS - Urbanisation",605000,24,"2004-05","ISRO","Indian Rupees","Months","ISRO_2004-05_70"
"191","Indian Space Research Organisation","Detection of pests and diseases for precision crop management using RS Techniques (NRSA)","M. Prabhakar","Central Research Institute for Dryland Agriculture","Department of RS - Agriculture, Santoshnagar",1277000,36,"2004-05","ISRO","Indian Rupees","Months","ISRO_2004-05_71"
"192","Indian Space Research Organisation","Automated design methodology for aerospace structures subjected to severe thermomechanical loads ( VSSC )","G.V. Rao","Sreenidhi Institute of Science & Technology","Jamnampet, Ghatkesar",607000,24,"2004-05","ISRO","Indian Rupees","Months","ISRO_2004-05_72"
"193","Indian Space Research Organisation","Detection of weeds for precision crop management using Remote sensinsg technique (NRSA)","M.B.B.P. Babu","National Research Centre for  Weed Science","Maharajpur, Adhartal",1071000,36,"2004-05","ISRO","Indian Rupees","Months","ISRO_2004-05_73"
"194","Indian Space Research Organisation","Influence of Forest Cover change on watershed functions in Western ghats (NRSA)","S. Lele","Centre for Interdisciplinary Studies in Environment & Development","ISEC Campus",1233000,24,"2004-05","ISRO","Indian Rupees","Months","ISRO_2004-05_74"
"195","Indian Space Research Organisation","Ion exchange mechanism of the aerosols of lower tropospheric atmosphere in Chattisgarh region (PRL)","M.K. Deb","Pt. Ravishankar Shukla University","Department of Space Science-Aeronomy",847000,36,"2004-05","ISRO","Indian Rupees","Months","ISRO_2004-05_75"
"196","Indian Space Research Organisation","National Electromagnetic Levitation Facility at IIT (M), Chennai","G. Phanikumar","Indian Institute of Technology (M)","Department of Metallurgical & Materials Engineering",4681000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_1"
"197","Indian Space Research Organisation","The Advanced Centre for Atmospheric Sciences (NMRF)","V.B. Rao","Sri Venkateswara University","Department of Physics",3250000,60,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_2"
"198","Indian Space Research Organisation","Temperature anomaly & midnight temperature maximum in low latitude thermosphere","A.A. Naidu","Jawaharlal Nehru Technological University","Department of Physics",608000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_3"
"199","Indian Space Research Organisation","Development of artificial neural network scheme to TAUVEX satellite","R. Gupta","Inter University Centre for Astronomy & Astrophysics","Post Bag 4, Ganeshkhind",507000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_4"
"200","Indian Space Research Organisation","A study on the variability of total electron content near the crest of the equatorial anomaly in the Indian zone","S.K. Chakraborty","Raja Peary Mohan College","Department of Physics, Uttarpara",696000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_5"
"201","Indian Space Research Organisation","Analytical modeling & numerical simulations of the quasi periodic oscillations of block hole candidate","S.K. Chakraborty","Satyendra Nath Bose National Centre for Basic Sciences","Block 3D, Salt Lake",1000000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_6"
"202","Indian Space Research Organisation","Study of grain chemistry in relation to the formation of complex molecules in collapsing molecular clouds","S. Chakraborty","Centre for Space Physics","43, Chalantika, Garia Station Road",958000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_7"
"203","Indian Space Research Organisation","Anomalous phenomena C3H & C3D cycolic molecules","S. Chandra","School of Physical Sciences","Swami Ramanand Teerath Marathwada University",724000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_8"
"204","Indian Space Research Organisation","Spectral & temporal analysis of the observed data from to block hole candidates","A.K. Nandi","Centre for Space Physics","43, Chalantika, Garia Station Road",1109000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_9"
"205","Indian Space Research Organisation","Fabrication & characterisation of argonic solar cells","D. Mangalraj","Bharathiar University","Department of Physics",844000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_10"
"206","Indian Space Research Organisation","Elastomer-based polymer nano composites for control system bladers","S.S. Bhagvan","Amrita Institute of Technology & Science","Department of Polymer Engineering, Amrita Viswa Vidya Peetam",703000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_11"
"207","Indian Space Research Organisation","Development of multi frequency solar for temperature profile measurement","M.P.C. Rao","Andhra University","Department of Physics",982000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_12"
"208","Indian Space Research Organisation","Numerical & experimental analysis of carbon phenollic composite shells under impact","N.M. Shariff","Mepco Schlenk Engineering College","Department of Mechanical Engieering",867000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_13"
"209","Indian Space Research Organisation","Finite element model upating based on experimental test results","P. Nagaraj","Mepco Schlenk Engineering College","Department of Mechanical Engineering",397000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_14"
"210","Indian Space Research Organisation","Development AO & VUV radiation resistence polymides","N.N. Maldar","Shivaji University","Department of Chemistry, Centre for Post Graduate Studies, Kegaon",983000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_15"
"211","Indian Space Research Organisation","Stress corosion studies on A1-alloys (like A1-7075 - T 7351 & A1 7075 - T 651)","S.S. Behum","H.K.B.K. College of Engineering","Department of Engineering Chemistry, 22/1, Nagwara",861000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_16"
"212","Indian Space Research Organisation","Development of emulsion polymerisisation process for aerylonitrile-methyl acrylate iraconic acid terpolymers","K.I. Suresh","Indian Institute of Chemical Technology","Arogonic Coatings & Polymers Diviion",365000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_17"
"213","Indian Space Research Organisation","Conversion of light to electricity by the photo-sensitization of nano-crystalline Ti02 by light havesting metallodendrtic supramolecular assemblies","V. Alexander","Loyola College","Department of Chemistry",1200000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_18"
"214","Indian Space Research Organisation","Theoretical & experimental investigation of thermal contact resistance at the interfaces of thermal insulation systems & structural assemblies","V.V. Rao","Sree Nidhi Institute of Science & Technology","Department of Mechanical Engineering, Yamnampet, Ghatkesar",1083000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_19"
"215","Indian Space Research Organisation","Laser Assisted Disposition (LAD) of thermal barrier coatings for space shuttle applications","B. Anand","R.V. College of Engineering","Department of Mechanical Engineering",992000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_20"
"216","Indian Space Research Organisation","Toughening studies of epoxy (DGEVA) resins","A.B. Cherian","Union Christian College","Department of Chemistry",642000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_21"
"217","Indian Space Research Organisation","Development of polymer wovenglass based low permitivity & low last microwave substrate","R. Ratheesh","Centre for Materials for Electronics Technology","Sharanur Road, Mulangunnathukavu P.O. Athani",943000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_22"
"218","Indian Space Research Organisation","Segmented Poly Urethane(SPU) based nano-composites from functionalised nano-clays with special reference to fire & flamability properties","G.B. Nando","Indian Institute of Technology (Kh)","Rubber Technology Centre",628000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_23"
"219","Indian Space Research Organisation","Safe & effective water harvesting site selection model based on critical slope analysis using remote sensing","V.P. Kumar","Kerala University","Department of Geology, Kariavattom",705000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_24"
"220","Indian Space Research Organisation","Development of EMI shielding/static charge dissipating materials from electrically conducting PANICNs for space applications","J.D. Sudha","Regional Research Laboratory","Polymer Science Group, Chemical Science Division",504000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_25"
"221","Indian Space Research Organisation","Inverse heat conduction","Pavithran","Vishwa Karma Institute of Technology","Department of Mechanical Engineering",307000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_26"
"222","Indian Space Research Organisation","Effect of processing on properties of polymer composites by microwave curing","H.D. Gopalakrishna","R.V. College of Engineering","Department of Mechanical Engineering",992000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_27"
"223","Indian Space Research Organisation","Synthesis & characterisation of organophilic nano clays","S. Ghatak","Central Glass & Ceramic Research Institute","196, Raja Mullick Road, Jadavpur",882000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_28"
"224","Indian Space Research Organisation","Development of nano-linear membrance elements with wrinkles & slack regions for design/analysis of inflatable structures","D. Roy","Indian Institute of Science","Department of Civil Engineering",538000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_29"
"225","Indian Space Research Organisation","Development of plus tube cryocooler","S. Jacob","Indian Institute of Science","Centre for Cryogenic Technology",4591000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_30"
"226","Indian Space Research Organisation","Monitoring of post tsunami malariogenic conditions in Car-Nicobar Island using satellite remote sensing","R.C. Dhiman","Malaria Research Centre","2, Nayak Enclave, Radio Colony",885000,12,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_31"
"227","Indian Space Research Organisation","Development of a simulator for airborne altimetric LIDAR","B. Lohani","Indian Institute of Technology (K)"," ",495000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_32"
"228","Indian Space Research Organisation","Precision farming techniques in sugarcane cultivation","V.C. Patil","Agricultural Sciences University","Department of Agronomy, Krishinagar",1407000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_33"
"229","Indian Space Research Organisation","Mapping & exploration of low-grade iron ore deposits in the Northern districts of Tamil Nadu State, India( Elgiord)","S. Rajendran","Annamalai University","Depatment of Earth Sciences, Annamalai Nagar",607000,12,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_34"
"230","Indian Space Research Organisation","A cost effective smart antenna for mobile broadband applications","S. Ravishankar","R.V. College of Engineering","Depatment of Electronics & Communications",697000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_35"
"231","Indian Space Research Organisation","Analysis of errors made by  operators during digital mapping from cognitive style perspective","C. Beena","Osmania University","Depatment of Psychology",255000,12,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_36"
"232","Indian Space Research Organisation","Bioremediation of water contaminated with industrial effluents","G. Bali","Bangalore University","Depatment of Microbiology, Jnana Bharathi Campus",1238000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_37"
"233","Indian Space Research Organisation","Development of photocol for vector brone schistosimiasis using remote sensing & GIS","R.K. Jauhari","D.A.V. College","Depatment of Zoology",805000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_38"
"234","Indian Space Research Organisation","Control or flexible & reconfigurable parabolic an ….","B. Bhattacharya","Indian Institute of Technology (K)","Depatment of Mechanical Engineering",1405000,24,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_39"
"235","Indian Space Research Organisation","Quantitative a study of evolution of mesoscale con…","S. Sharma","Kohima Science College","Depatment of Physics",1035000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_40"
"236","Indian Space Research Organisation","Analysis of satellite derived wind & wave param…..","G.S. Dwarakish","National Institute of Technology (Karnataka)","Surathkal",1165000,36,"2005-06","ISRO","Indian Rupees","Months","ISRO_2005-06_41"
"237","Indian Space Research Organisation","Extrudd A 16063 - TiB2 composites for space applications","C.S. Ramesh","P.E.S. Institute of Technology"," ",730000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_1"
"238","Indian Space Research Organisation","Simulation of multistage deep drawing of inconel alloy for aerospace applications","D. Ravikumar","Indian Institute of Technology (D)"," ",920000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_2"
"239","Indian Space Research Organisation","64 bit architecture for space application","K. Kumar","P.E.S. Institute of Technology"," ",350000,12,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_3"
"240","Indian Space Research Organisation","Analysis of satellite derived wind & wave parameters for coastal waters of Karnataka","G.S. Dwarakish","National Institute of Technology (Karnataka)"," ",1165000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_4"
"241","Indian Space Research Organisation","Archaeological investigations using remote sensing techniques","B.V. Sreekantan","National Institute of Advanced Studies"," ",2266000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_5"
"242","Indian Space Research Organisation","Classification of hyperspectral Remote Sensing data to descriminate between crop condition, variety & stage","A. Sarkar","Indian Institute of Technology (Kh)"," ",748000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_6"
"243","Indian Space Research Organisation","Control or flexible & reconfigurable parabolic antenna using SMA based smart actuators","B. Bhattacharya","Indian Institute of Technology (K)","Department of Mechanical Engineering",1450000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_7"
"244","Indian Space Research Organisation","Design & development of high power solid state transmit receive module at HF/VHF frequencies","S.N. Reddy","S.V.U. College of Engineering"," ",1160000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_8"
"245","Indian Space Research Organisation","Detecting locating, identifying & documentation of the monuments & cities of the Eastern","A.K. Singh","Awadhesh Pratap Singh University"," ",911000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_9"
"246","Indian Space Research Organisation","Development of artificial intelligence for interpretation of ultrasonic test data","N. Selvakumar","Mepco Schlenk Engineering College"," ",421000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_10"
"247","Indian Space Research Organisation","Development of nano structured binary spinal sulphide for hydrogen generation using  solar energy","B.B. Kale","Centre for Materials for Electronics Technology"," ",1021000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_11"
"248","Indian Space Research Organisation","Dynamics of urban polution: A curativestrategy using RS & GIS techniques - A case study of mega city of Delhi","M. Mohan","Indian Institute of Technology (D)"," ",1188000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_12"
"249","Indian Space Research Organisation","Information retrieval in regional language","S.M. Idicula","Cochin University of Science & Technology","Department of Computer Science",960000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_13"
"250","Indian Space Research Organisation","MEMS based micro propulsion devices for microsatellite programme","S. Kal","Indian Institute of Technology (Kh)"," ",12596000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_14"
"251","Indian Space Research Organisation","Micro resonating beam diferent pressure sensor, simulation & electronic interface design","G. Uma","National Institute of Technology (Tiruchirapalli)"," ",116000,12,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_15"
"252","Indian Space Research Organisation","Reconstruction of 3 D objects from streo space imagery for development city models","R. Bhargava","Indian Institute of Technology (R )"," ",1066000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_16"
"253","Indian Space Research Organisation","Restoration & deblurring of images using blind deconolation techniques","B. Majhi","National Institute of Technology (Rourkela)"," ",722000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_17"
"254","Indian Space Research Organisation","Study on different heating & synchronized measurement techniques for infra-red thermography applied to NDE of honeycomb composite space craft components","S. Tuli","Indian Institute of Technology (D)","Centre for Applied Reserch in Electronics",420000,12,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_18"
"255","Indian Space Research Organisation","Study on environmental parameters in Kamrup District of Assam using Remote Sensing & GIS - Assessment & prediction","N. Kalita","North Eastern Regional Institute of Water & Land Management"," ",733000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_19"
"256","Indian Space Research Organisation","Uncertainity analysis of chain error in instrumentation system","B. Vasuki","National Institute of Technology (Tiruchirapalli)"," ",136000,12,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_20"
"257","Indian Space Research Organisation","Urban disaster management & emergency response","A. Vyas","Centre for Environmental Planning & Technology","School of Planning, University Road",863000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_21"
"258","Indian Space Research Organisation","Development of multi frequency solar for temperature profile measurement","M.P. Rao","Andhra University","Department of Physics",982000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_22"
"259","Indian Space Research Organisation","Effect of solar output & its variations near geo-space environment","A.P. Misra","Awadhesh Pratap Singh University"," ",384000,24,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_23"
"260","Indian Space Research Organisation","Investigation of corrective processes in laboratory dust plasma","H. Bailung","Institute of Advanced Study in Science & Technology"," ",1456000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_24"
"261","Indian Space Research Organisation","Morpological & spectral properties of the hot gas in early type galaxies","M.K. Patil","Swami Ramanand Teerath Marathwada University"," ",522000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_25"
"262","Indian Space Research Organisation","Study of correlation between ionospheric activities with earthquakes by monitoring Very Low Frequency (VLF) signals","S. Chakraborty","Centre for Space Physics"," ",1275000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_26"
"263","Indian Space Research Organisation","Three dimensional simulation of convention steller convention zones","H.P. Singh","Delhi University"," ",673000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_27"
"264","Indian Space Research Organisation","Aerosol formation & role of its chemical transformation","S. Sen","Calcutta University","Department of Chemistry",1622000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_28"
"265","Indian Space Research Organisation","Ionospheric Space Weather","A. Dasgupta","Calcutta University","Dept. of Radio Physics & Electronics",3305000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_29"
"266","Indian Space Research Organisation","Monitoring global electricity parameters","S.S. De","Calcutta University","Department of Radio Physics & Electronics",2738000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_30"
"267","Indian Space Research Organisation","Radio Remote Sensing of Tropical Atmosphere","A. Maitra","Calcutta University","Dept. of Radio Physics & Electronics",1484000,36,"2006-07","ISRO","Indian Rupees","Months","ISRO_2006-07_31"
"268","Indian Space Research Organisation","Development of high performance, impermeable membrane from halobutyl nanobutyl nanocomposites for space applications","K. Joseph","I.I.S.T."," ",720000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_1"
"269","Indian Space Research Organisation","Development of nano particles of (Ba, Srm Ca) TiO2 & their combinational ceramic oxides through a novel modified combusion process for microwave applications","J.K. Thomas","Mar Ivanios College"," ",567000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_2"
"270","Indian Space Research Organisation","Development of TiAl based intermetallic intermetric composites for prospective space applicatiions","V. Agarwal","Indian Institute of Technology (R )"," ",956000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_3"
"271","Indian Space Research Organisation","Development of ultrafine grain aluminium alloy & composites through Equal Channel Angular Pressing (ECAP) for space applications","T.P.D. Rajan","Regional Research Laboratory"," ",826000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_4"
"272","Indian Space Research Organisation","Spectrisation, optimmisation & fabrication of ferromagnetic shape memory alloys, smart composites for electro magnetic actuator applications in rocket","M. Mahendran","Thiagarajar College of Engineering","Department of Physics",1369000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_5"
"273","Indian Space Research Organisation","Analysis & design of wide band microstrip patch radiator","A. De","Dr. Ambedkar Institute of Technology"," ",834000,12,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_6"
"274","Indian Space Research Organisation","Comparative computer based simulation studies on the evaluation of sensor fault detection & isolation in DC motor position servo system","Pradyumna","R.V. College of Engineering"," ",684000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_7"
"275","Indian Space Research Organisation","Design & development of 32-bit RISC processor based IP code for space application","N.M. Devashrayee","Nirma University of Science & Technology"," ",1602000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_8"
"276","Indian Space Research Organisation","Design & fabrication of polymeric modulator for space technology applications (Phse - II)","V.S. Jayakumar","Mar Ivanios College"," ",948000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_9"
"277","Indian Space Research Organisation","Development of image & signal processing algorithms on leading DSP processing & development of special purpose FPGA for co-processing","S.N. Pradan","Nirma University of Science & Technology"," ",1417000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_10"
"278","Indian Space Research Organisation","Development of remote sensing & GIS based approach for flood forecasting & warning for lower Tapi basin","A.K. Singh","Nirma University of Science & Technology"," ",1593000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_11"
"279","Indian Space Research Organisation","Flood risk modelling using satellite remote sensing data for optimal crop planning","C. Chatterjee","Indian Institute of Technology (Kh)"," ",1078000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_12"
"280","Indian Space Research Organisation","Investigation on multiband fractal antenna for satellite applications","S. Gupta","Dhirubhai Ambani Institute of Information & Communication & Technology"," ",601000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_13"
"281","Indian Space Research Organisation","Modelling & characterization of fracature toughness of metal matrix composites","P.R. Lakshminnarayan","Annamalai University"," ",414000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_14"
"282","Indian Space Research Organisation","Polymer nanocomposites for Inflatable Space Structures (ISS)","C. Nirmal","Amrita Vishwa Vidyapeetham"," ",446000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_15"
"283","Indian Space Research Organisation","Space Education for School & Communities","D. Sarkar","Dr. Vikram A. Sarabhai Community Science Centre"," ",2287000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_16"
"284","Indian Space Research Organisation","Study & optimization of microstrip antenna system to receive satellite link from moving trends","B. Gupta","Jadavpur University"," ",1093000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_17"
"285","Indian Space Research Organisation","Synthesization & characterization of lead Zirconite titanite polymer composites for high range pressure sensor & accelerometer","V. Annamalai","P.S.G. College of Technology"," ",379000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_18"
"286","Indian Space Research Organisation","Biological effect of Microgravity","S. Shivaji","Centre for Cellular & Molecular Biology"," ",3243200,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_19"
"287","Indian Space Research Organisation","Cell response to biomimetic scaffolds synthesized under microgravity during SRE I flight & mechano-sensation of cells on biomimetic scaffold","A. Sinha","National Metallurgical Laboratory","Materials Characterization Division",900000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_20"
"288","Indian Space Research Organisation","Development of machine learning tools for Astronomy research","N.S. Philip","St. Thomas College"," ",1179000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_21"
"289","Indian Space Research Organisation","Hematite water systems on Mars & its possible role in Chemical evaluation","Kamalauddin","Indian Institute of Technology (R )"," ",2470000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_22"
"290","Indian Space Research Organisation","Interpretation of the observed extinction in the optical UV region from TAUVEX & Astrosat UVIT satellite data base","R. Gupta","Inter University Centre for Astronomy & Astrophysics"," ",819000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_23"
"291","Indian Space Research Organisation","Investigation of heat transfer phenomenon at high flux nucleate flow boiling","A.K. Rajavansi","Malaviya National Institute of Technology"," ",800000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_24"
"292","Indian Space Research Organisation","MST Radar Observations of meteors & investigation of equatorial E-regions electrodynamics","B. Lokanatham","Church Institute of Technology"," ",307000,12,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_25"
"293","Indian Space Research Organisation","Non-linear stability of L4 in the circular & eliptic restricted three body problem were radiated access symmetric rigid primaries with resonances","R. Agarwal","Shri Aurobindo College"," ",200000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_26"
"294","Indian Space Research Organisation","On the application of wave length analysis ti identify geo-magnetic jerks in the long period global magnetic","E. Chandrasekhar","Indian Institute of Technology (B)"," ",1730000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_27"
"295","Indian Space Research Organisation","Optical spectroscopic study of Polycyclic Aromatic Hydrocarbon (PAH) starts","S. Rastogi","Deendayal Upadhya University of Gorakhpur"," ",1057000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_28"
"296","Indian Space Research Organisation","Studies of ionospheric & magnetosphee interaction: Role of dust due to meteor showers & Kelvin - Helmholtz instability on the ground magnetic field variations","A.M. Narsale","Mumbai University"," ",930000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_29"
"297","Indian Space Research Organisation","Crystallization & Biomineralization under Microgravity","N. Ravishankar","Indian Institute of Science","Material Research Centre",861000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_30"
"298","Indian Space Research Organisation","National Electromagnetic Levitation Facility at IIT (M), Chennai","G. Phanikumar","Indian Institute of Technology (M)","Dept. of Metallurgical & Materials Engg.",700000,24,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_31"
"299","Indian Space Research Organisation","Numerical & Experimental study of Droplet Combustion under Normal & Microgravity conditions","D.P. Mishra","Indian Institute of Technology (K)","Department of Aerospace",1863000,36,"2007-08","ISRO","Indian Rupees","Months","ISRO_2007-08_32"
"300","Indian Space Research Organisation","Development & characterization of carbon fiber/epoxy laminate filled with Carbon Nano Tubes (CNTs) for composite structure for LV & Satellites","M.S.C. Kumar","Scott Christian College","Department of Chemistry & Research Centre",430000,24,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_1"
"301","Indian Space Research Organisation","Development & characterization of multiplayer thermal barrier coatings of Hafnium Carbide (HfC) & Silicon Carbide SiC for aerospace application","P.K. Barhai","Birla Institute of Technology","Department of Applied Physics",1118000,24,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_2"
"302","Indian Space Research Organisation","Development of new thermoset polyimides for PMR- 15/BMBZ-15 replacement","M.S. Devi","Anna University","Department of Chemistry",1086000,36,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_3"
"303","Indian Space Research Organisation","Electro chemical deposition of aluminium litnium alloys for cryo & space application","S. Babu","Amrita Vishwa Vidyapeetham"," ",819000,24,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_4"
"304","Indian Space Research Organisation","Application of RS Techniques in assessment of landscape dynamics along the Indo-Myanmar ranges","A. Kumar","Manipur University","Department of Earth Sciences",987000,12,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_5"
"305","Indian Space Research Organisation","ARM processor based control & monitoring system with remote interface for radar transmitters & T/R modules","K.N. Raju","Sri Krishnadevaraya University"," ",1000000,24,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_6"
"306","Indian Space Research Organisation","Geospatial technology for mineral exploration program in Singhbhum shear zone of Jharkhand","B. Singh","Ranchi University","Department of Geology",1502000,36,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_7"
"307","Indian Space Research Organisation","Morphodynamic study of the Diga coast of WB for sustainable development & erosion mitigation using RS & GIS techniques","A.K. Bhattacharya","Indian Institute of Technology (Kh)","Department of Geology & Geophysics",1125000,24,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_8"
"308","Indian Space Research Organisation","Morpho-tectonic evaluation of the KOSI river basin, Bihar Using RS data","A.A. Pandey","Patna University","Department of Geology",1491000,36,"2008-09","ISRO","Indian Rupees","Months","ISRO_2008-09_9"
