NOMBRE DEL SUJETO DE APOYO,NOMBRE DEL PROYECTO,SECTOR,MONTO
INSTITUTO POLITECNICO NACIONAL,DISENO DE UN PRODUCTO EN POLVO CON PROPIEDADES FUNCIONALES-ENERGETICAS PARA PREPARACION DE BEBIDAS RECONSTITUIDAS PARA CONSUMO EN ZONAS DE DESASTRES NATURALES Y DE POBREZA EXTREMA CON CARENCIA ALIMENTARIA,PUBLICO,2397283
INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,PREPARACION Y EVALUACION DE RADIOCONJUGADOS PARA LA DETECCION DE INSULINOMAS Y GASTRINOMAS POR TECNICAS DE MEDICINA NUCLEAR MOLECULAR,PUBLICO,680000
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,EFECTO DE LA GERMINACION Y FERMENTACION DE GRANOS EN PRESENCIA DE SALES DE SELENIO PARA LA PRODUCCION DE NUEVOS ALIMENTOS RICOS EN PROTEINAS Y PEPTIDOS SELENIZADOS QUIMIOPREVENTIVOS CONTRA EL CANCER,PRIVADO,741052
UNIVERSIDAD POLITECNICA DE CHIAPAS,"ESTUDIO DE LA PRODUCCION DE ESTRUVITA A PARTIR DEL SOBRENADANTE DE UN PROCESO DE DIGESTION ANAEROBIA, COMO UNA ALTERNATIVA SUSTENTABLE A LOS FERTILIZANTES AGROQUIMICOS",PUBLICO,664000
UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,ENERGIA Y CONFLICTOS SOCIOAMBIENTALES,PUBLICO,135039
UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,PREVENCION Y CONTROL DEL SOBREPESO Y OBESIDAD INFANTIL A TRAVES DEL CURRICULO NACIONAL DE EDUCACION BASICA: ESTUDIO PROSPECTIVO DE TRANSFERENCIA MULTISECTORIAL.,PUBLICO,583240
CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN,¨DETECCION DE VIRUS ENTERICOS PRESENTES EN CUERPOS DE AGUA DE USO RECREATIVO DEL ACUIFERO NORESTE DE LA PENINSULA DE YUCATAN: EVALUACION DEL RIESGO POTENCIAL PARA LA SALUD¨,PUBLICO,535000
INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,"SIMULACION COMPUTACIONAL BASADA EN AGENTES COGNITIVOS PARA EL ESTUDIO, PREVENCION Y PREDICCION DE ACTOS DE CORRUPCION DENTRO DE INSTITUCIONES DE SEGURIDAD PUBLICA",PRIVADO,457000.33
UNIVERSIDAD AUTONOMA DE GUERRERO,DE GUERRERO A CHICAGO. MIGRACION Y FAMILIAS. UN ENFOQUE SISTEMICO.,PUBLICO,528923
"CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",ESTUDIO DE LOS PATRONES DE BIOACUMULACION PARA EL CONTROL DE LOS NIVELES DE METALES PESADOS EN PECES CULTIVADOS,PUBLICO,698328
HOSPITAL JUAREZ DE MEXICO,"OBTENCION DE MARCADORES MOLECULARES PARA LA IDENTIFICACION RAPIDA Y ESPECIFICA DE CANDIDA ALBICANS, C. GLABRATA, C. PARAPSILOSIS, C. TROPICALIS, C. KRUSEI, C. GUILLIERMONDII Y C. LUSITANIAE EN DIVERSAS MUESTRAS CLINICAS",PUBLICO,550000
INSTITUTO NACIONAL DE PEDIATRIA,POLIMORFISMOS DE UN SOLO NUCLEOTIDO DEL GEN ARID5B CON VALOR PRONOSTICO A RECAIDA EN PACIENTES PEDIATRICOS CON LEUCEMIA LINFOBLASTICA AGUDA,PUBLICO,599350
"UNIVERSIDAD DEL MAYAB, S.C.","POTENCIAL DE LA CACEROLITA DE MAR, LIMULUS POLYPHEMUS, COMO BIOMONITOR DE CONTAMINACION EN SISTEMAS LAGUNARES COSTEROS DEL SURESTE MEXICANO",PRIVADO,857842
UNIVERSIDAD AUTONOMA DE CHIHUAHUA,"GENERACION DE UNA PLATARFORMA BIOTECNOLOGICA, PARA SELECCIONAR IN VITRO DE FORMA INDIVIDUAL EMBRIONES DE EXCELENTE CONDICION GENETICA, QUE MEJOREN LA CALIDAD DE BOVINOS DESTINADOS A COSUMO HUMANO (CARNE Y LECHE)",PUBLICO,247500
INSTITUTO POLITECNICO NACIONAL,EVALUACION DEL ADUCTO HBNO COMO MARCADOR PRONOSTICO EXPEDITO EN PACIENTES CON SEPSIS.,PUBLICO,755608
INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA,"DISENO, CONSTRUCCION Y PRUEBA DE UN PROTOTIPO DE BIOSENSOR PARA DIAGNOSTICO DE VIRUS DEL PAPILOMA HUMANO DE ALTO RIESGO POR MICRO-RESONANCIA MAGNETICA NUCLEAR",PUBLICO,2304348
"CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",DESARROLLO DE FORMULACIONES VACUNALES BASADAS EN PROTEINAS RECOMBINANTES Y SU EVALUACION CONTRA LA GARRAPATA DEL GANADO BOVINO RHIPICEPHALUS (BOOPHILUS) MICROPLUS.,PUBLICO,577000
UNIVERSIDAD AUTONOMA DE NUEVO LEON,"DESARROLLO DE UN PROGRAMA DE REHABILITACION PARA PREVENCION DE DISCAPACIDAD, INTEGRANDO LA PERSPECTIVA DE LA COMUNIDAD, EN PACIENTES CON OSTEOARTRITIS EN COMUNIDADES DE NUEVO LEON",PUBLICO,281000
INSTITUTO NACIONAL DE SALUD PUBLICA,ESTRATEGIAS DE PREVENCION RAPIDA DE CANCER CERVICAL: UN ENSAYO CLINICO DE VACUNACION EN MUJERES VPH NEGATIVAS.,PUBLICO,548079.3
UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,OBSERVATORIO GEOGRAFICO: SALUD Y RIESGOS EN MEXICO,PUBLICO,356666
CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,"MODELO ECONOMICO, AMBIENTAL Y DEL USO DEL SUELO PARA LAS POLITICAS DE BIOCOMBUSTIBLES EN MEXICO",PUBLICO,544613.05
UNIVERSIDAD AUTONOMA DE CHIAPAS,ESTIMACION E IMPACTO AMBIENTAL DE LA CAPTURA DE CARBONO EN PLANTACIONES DE PALMA DE ACEITE (ELAEIS GUINEENSIS JACQ) EN EL ESTADO DE CHIAPAS,PUBLICO,529450
INSTITUTO POLITECNICO NACIONAL,DISENO DE PROTOCOLOS CRIPTOGRAFICOS IMPLANTADOS NATIVAMENTE EN EL SISTEMA OPERATIVO ANDROID,PUBLICO,390000
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,SORTING BLOCK BOX: DISPOSITIVO PARA LA VALORACION FUNCIONAL Y LA REHABILITACION DEL MIEMBRO SUPERIOR DE NINOS CON PARALISIS CEREBRAL,PRIVADO,520500
CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,SECUESTRO DE CARBONO EN MEXICO: ESTIMACION DE COSTOS Y SIMULACION DE CAMBIOS DE USO DE SUELO BAJO UNA INICIATIVA REDD+,PUBLICO,409391
INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,HISTORIAS DE VIDA EN TORNO A LOS PROCESOS DE DESPLAZAMIENTO FORZADO POR PROYECTOS DE DESARROLLO EN MEXICO,PUBLICO,347243.4
UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,ASPECTOS PSICOSOCIALES DEL PODER EN LA PERCEPCION Y LA INCIDENCIA DE LA VIOLENCIA DE GENERO EN LA SOCIEDAD MEXICANA: UN PROBLEMA DE SALUD PUBLICA,PUBLICO,287000
INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA,ESQUEMA DE COMUNICACIONES SECRETAS UTILIZANDO MARCAS DE AGUA DIGITALES,PUBLICO,431657.4
CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,CARACTERIZACION NUTRICIONAL Y NUTRACEUTICA DE LOS RECURSOS GENETICOS DE LA CHIA (SALVIA HISPANICAL.) EN MEXICO,PUBLICO,1719000
INSTITUTO POLITECNICO NACIONAL,MONITOREO DE ACCESO REMOTO NO AUTORIZADO A INFORMACION PRIVADA,PUBLICO,524022
"UNIVERSIDAD IBEROAMERICANA, A.C.",TETRACOPTERO DE RECONOCIMIENTO PARA GENERACION DE INTELIGENCIA EN SEGURIDAD CIUDADANA,PRIVADO,471922
INSTITUTO NACIONAL DE REHABILITACION,REPARACION DE CARTILAGO ARTICULAR DE RODILLA CON CELULAS TRONCALES MESENQUIMALES,PUBLICO,400000
"CECYPE SERVICES, S. DE R.L. DE C.V.",NUEVA TERAPIA GENICA PARA TRATAMIENTO DE LA HEMOFILIA A TRAVES DE LA EXPRESION DEL FACTOR VII ACTIVADO HUMANO MEDIANTE VECTORES SVAC,PRIVADO,536250
"INTEC DE MEXICO, S.A.P.I. DE C.V.",DESARROLLO DE VIDEOPORTERO DOMOTICO EN COLOR INTELIGENTE CON ACCESOS REMOTOS.,PRIVADO,1500000
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DESARROLLO DE UN TELESCOPIO ROBOTICO PARA EL ESTUDIO DE LOS DESTELLOS DE RAYOS GAMMA EN EL OBSERVATORIO ASTRONOMICO NACIONAL DE SAN PEDRO MARTIR,PUBLICO,108000
INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA,MATERIALES CATALITICOS NANOESTRUCTURADOS PARA REMEDIACION AMBIENTAL: TRATAMIENTO DE AGUAS RESIDUALES,PUBLICO,184500
CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,?MOVILIDADES Y REDES CIENTIFICAS FRANCIA-MEXICO?,PUBLICO,210000
"ENGINE POWER COMPONENTS DE MEXICO, S. DE R.L. DE C.V.",SATM3DAL DESARROLLO DE SISTEMA AUTOMATIZADO PARA LA TRAZABILIDAD Y MEDICION 3D SIN CONTACTO DE ARBOLES DE LEVAS,PRIVADO,869432
UNIVERSIDAD AUTONOMA DE CHIHUAHUA,VALORIZACION DE EXTRACTOS VEGETALES POR LA SINTESIS Y CARACTERIZACION DE COMPUESTOS FENOLICOS LIPOFILIZADOS (CONTINUACION DE 000000000189376),PUBLICO,133500
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,"AGRICULTURA CAMPESINA, CIRCUITOS CORTOS DE COMERCIALIZACION Y EVOLUCION DE LA DEMANDA SOCIAL, DE LO GLOBAL A LO LOCAL: APORTES DE UNA COMPARACION MEXICO - FRANCIA (CONTINUACION 000000000189468).",PUBLICO,108000
CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA B.C.,THE IMPACT OF THE WAVE-CURRENT INTERACTION ON THE EVOLUTION OF THE DIRECTIONAL WAVE SPECTRA AND THE CURRENTS FIELD ON THE CONTINENTAL SHELF,PUBLICO,136000
CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,CARACTERIZACION DE RECUBRIMIENTOS UNION DE NICOCRALY Y NIPT)-AL TRATADOS TERMICAMENTE USADOS EN BARRERAS TERMICAS CHARACTERIZATION OF HEAT TREATED NICOCRALY AND (NIPT)-AL BASED BOND COATS USED IN THERMAL BARRIER COATINGS (CONTINUACION DE 000000000174178),PUBLICO,219200
UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,?MODELOS DE FORMACION Y ARQUITECTURA EN LA EDUCACION SUPERIOR: DESARROLLO HUMANO Y CULTURA DIGITAL?,PUBLICO,64000
CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,REGULACION DEL CA2+ INTRACELULAR POR LOS RECEPTORES A MINERALOCORTICOIDES EN CELULAS DE MUSCULO LISO VASCULAR.,PUBLICO,89500
CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,"?""DESARROLLO DE UN SISTEMA DE ABLACION CON ENERGIA ELECTROMAGNETICA PARA EL TRATAMIENTO DE CANCER""?",PUBLICO,210000
UNIVERSIDAD AUTONOMA CHAPINGO,MODELACION DE LA TECNOLOGIA DE SISTEMAS HORTICOLAS CERRADOS (CONTINUACION DE 000000000171468)?,PUBLICO,408000
"EL COLEGIO DE LA FRONTERA NORTE, A.C.", ?RECOMPOSICION DE LAS RELACIONES LABORALES Y PROCESOS EDUCATIVOS EN LOS ESPACIOS TRASNACIONALES: EL CASO FRONTERA MEXICO - ESTADOS UNIDOS (CONTINUACION 000000000189469)?,PUBLICO,159000
VARIOS,OPERACION DEL PROYECTO ALCUE-NET,PUBLICO,566371.61
VARIOS,EJECUCION DEL PROYECTO EUROPEO ENSOCIO-LA,PUBLICO,94963
VARIOS,EJECUCION DEL PROYECTO EUROPEO ERANET-LAC,PUBLICO,68113.5
VARIOS,PROYECTO EU-MEX-INNOVA,PUBLICO,475657.01
"TAYLOR AND FRANCIS GROUP, LLC.",ACCESO A LA COLECCION DE HOURNALS DE TAYLOR & FRANCIS GROUP,PRIVADO,10238655.75
AMERICAN SOCIETY OF AGRONOMY,"CONTRATO DE PRESTACION DE SERVICIOS, ACCESO A PUBLICACIONES AUTORIZADAS. LICENCIA DE ACCESO. THE ALLIANCE OF CROP, SOIL, AND ENVIRONMENTAL SCIENCE SOCIETIES (ACSESS)",PRIVADO,2648438.31
EBSCO INTERNATIONAL,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS.",PRIVADO,32978275.56
EBSCO INTERNATIONAL,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS.",PRIVADO,26020011.96
THE ROYAL SOCIETY,ACCESO EN LINEA A LAS PUBLICACIONES AUTORIZADAS.,PRIVADO,4663354.05
GLOBAL COMUNICATIONS SYSTEMS S.A. DE C.V.,ACCESO A BASES DE DATOS Y RECURSOS INFORMATICOS,PRIVADO,6274464.91
DOT LIB INFORMATION LLC,"ACCESO A PUBLICACIONES Y RECURSOS INFORMATICOS AUTORIZADOS, NATIONAL ACADEMY OF SCIENCES",PRIVADO,941021.8
THE AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE/ AAAS,ACCESO A LA COLECCION SCIENCE ONLINE + SCIENCE TRANSLATIONAL MEDICINE,PRIVADO,5292265.71
IOP BUSINESS PUBLISHING,"ACCESO A BASES DE DATOS Y RECURSOS INFORMATICOS, DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON-INST-21-2012",PRIVADO,5667078.05
AMERICAN INSTITUTE OF PHYSICS,"CONTRATO DE PRESTACION DE SERVICIOS, ACCESO A PUBLICACIONES AUTORIZADAS. LICENCIA DE ACCESO. AMERICAN INSTITUTE OF PHYSICS PUBLISHING LLC",PRIVADO,4356376.04
AMERICAN PHYSICAL SOCIETY,"CONTRATO DE PRESTACION DE SERVICIOS, ACCESO A PUBLICACIONES AUTORIZADAS. LICENCIA DE ACCESO. AMERICAN PHYSICAL SOCIETY",PRIVADO,2858725
AMERICAN CHEMICAL SOCIETY,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. SEGUNDO CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/20/2012",PRIVADO,13914825.82
ANNUAL REVIEWS,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. SEGUNDO CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/43/2012",PRIVADO,5256638.4
BIOONE,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. SEGUNDO CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/19/2012",PRIVADO,5799302.1
DOT LIB INFORMATION LLC,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. PRIMER CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON-INST-125-2012",PRIVADO,2511817.38
WILEY SUBSCRIPTION SERVICES INC.,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS.  CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/141/2012",PRIVADO,42088813.05
CAMBRIDGE UNIVERSITY PRESS,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. PRIMER CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/152/2012",PRIVADO,7643254.47
EMERALD PUBLISHING GROUP LTD,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. PRIMER CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON-INST-127-2012",PRIVADO,10166130.91
HIPERTEXT MEXICO S.A. DE C.V.,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. PRIMER CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/126/2012",PRIVADO,17094414.34
OXFORD UNIVERSITY PRESS USA,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. PRIMER CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/151/2012",PRIVADO,4634751.41
SPRINGER SCIENCE + BUSINESS MEDIA INC.,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. TERCER CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. C-374/11",PRIVADO,63848260.39
NATURE PUBLISHING GROUP,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. SEGUNDO CONV. MODIFIC. AL CONTRATO DE PRESTAC. DE SERV. FON.INST/61/2012",PRIVADO,3956206.23
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FASE  1 DEL PROYECTO INTEGRAL DE FORTALECIMIENTO Y SISTEMATIZACION DEL PORTAL DEL INDICE DE E-REVISTAS MEXICANAS DE INVESTIGACION CIENTIFICA Y TECNOLOGICA DEL CONACYT,PUBLICO,7055278
ASSOCIATION FOR COMPUTING MACHINERY,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS.",PRIVADO,2828425
CHEMICAL ABSTRACT SERVICE,ACCESO A BASES DE DATOS Y RECURSOS INFORMATICOS,PRIVADO,12291300.86
"CENGAGE LEARNING EDITORES, S.A. DE C.V.","DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS.",PRIVADO,14435421.64
AMERICAN MATHEMATICAL SOCIETY,"CONTRATO DE PRESTACION DE SERVICIOS, ACCESO A PUBLICACIONES AUTORIZADAS. LICENCIA DE ACCESO.",PRIVADO,2172194.87
SOCIETY FOR INDUSTRIAL AND APPLIED MATHEMATICS,ACCESO EN LINEA A LAS PUBLICACIONES AUTORIZADAS,PRIVADO,3515288.91
THE INTERNATIONAL SOCIETY FOR OPTICS AND PHOTONICS,ACCESO A BASES DE DATOS Y RECURSOS INFORMATICOS,PRIVADO,2212699.27
ROYAL SOCIETY OF CHEMISTRY,ACCESO EN LINEA A LAS PUBLICACIONES AUTORIZADAS.,PRIVADO,7948733.58
THOMSON REUTERS (SCIENTIFIC) LLC,ACCESO A BASES DE DATOS Y RECURSOS INFORMATICOS,PRIVADO,52989144.64
"SPRINGER CUSTOMER SERVICE CENTER, LLC",ACCESO A LA COLECCION DE LIBROS ELECTRONICOS DE SPRINGER,PRIVADO,6359165.4
DOT LIB INFORMATION LLC,"DERECHOS DE ACCESO A LOS ARTICULOS, TITULOS Y PUBLICACIONES ELECTRONICAS. JSTOR",PRIVADO,4423779.28
DOT LIB INFORMATION LLC,ACCESO EN LINEA A LAS PUBLICACIONES AUTORIZADAS. MCGRAW HILL,PRIVADO,3522209.36
ELSEVIER B.V.,ACCESO A LA COLECCION FREEDOM Y SCOPUS,PRIVADO,200920225.71
VARIOS,OPERACION DEL PROYECTO INCONTACT ONE WORLD,PUBLICO,115619.98
VARIOS,OPERACION DEL PROYECTO LEADERSHIP,PUBLICO,57144
VARIOS,NEDERLANDSE ORGANISATIE VOOR WETENSCHAPPELIJK ONDERZOEK ? NWO DE LOS PAISES BAJOS. PROYECTO T-AP,PUBLICO,49447.5
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",SISTEMA REGIONAL DE PRODUCCION INTENSIVA DE TILAPIA PARA MERCADOS DE ALTO VALOR COMERCIAL E IMPULSAR EL DESARROLLO ECONOMICO Y SOCIAL EN EL OCCIDENTE DE MEXICO,DESARROLLO ECONOMICO Y DESARROLLO SUSTENTABLE,17939570
CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN AC,FORTALECIMIENTO DE LA CADENA DE VALOR DEL CHILE HABANERO DE LA PENINSULA DE YUCATAN MEDIANTE EL ESTABLECIMIENTO DE SU SISTEMA ALIMENTARIO,DESARROLLO ECONOMICO Y DESARROLLO SUSTENTABLE,5011000
FUNDACION MEXICO-ESTADOS UNIDOS PARA LA CIENCIA,ELABORACION DE AGENDAS ESTATALES Y REGIONALES DE INNOVACION,CRECIMIENTO ECONOMICO,60570763.41
"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS Y PECUARIAS",DESARROLLO Y EVALUACION DE TECNOLOGIA PARA EL MANEJO SUSTENTABLE DEL HUANGLONGBING  (CANDIDATUS LIBERIBACTER) Y SU VECTOR (DIAPHORINA CITRI) EN LOS CITRICOS ACIDOS DEL PACIFICO DE MEXICO,ALIMENTACION,1668000
"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS Y PECUARIAS","ESTUDIO EPIDEMIOLOGICO PARA EL CONTROL DE ENFERMEDADES QUE AFECTAN LA REPRODUCCION DE BOVINOS EN PUEBLA, VERACRUZ Y TABASCO",DESARROLLO ECONOMICO Y DESARROLLO SUSTENTABLE,225080
"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS Y PECUARIAS",ESTABLECIMIENTO DE MODULOS DE VALIDACION Y TRANSFERENCIA DE TECNOLOGIA PECUARIA PARA IMPULSAR ACCIONES DE MITIGACION DEL CAMBIO CLIMATICO Y CUIDADO DEL MEDIO AMBIENTE,MEDIO AMBIENTE,660630
